timestamp,packet_idx,source,driver_number,chaos_method,chaos_sub_type,reconciler,accuracy,latency_ms,mapped_fields,unmapped_fields
2026-07-16T23:26:33.943371,31,openf1,1,json_manip,default_value_inject,bert,0.0,0.019,[],"['date', 'driver_number', 'rpm', 'speed', 'gear', 'throttle', 'brake', 'drs', 'n_gear', 'session_key']"
2026-07-16T23:26:33.945013,32,openf1,1,json_manip,field_split,bert,0.0,0.019,[],"['date', 'driver_number', 'rpm', 'speed', 'gear', 'throttle', 'brake', 'drs', 'n_gear', 'session_key']"
2026-07-16T23:26:33.945042,43,openf1,1,json_manip,field_split,bert,0.0,0.019,[],"['date', 'driver_number', 'rpm', 'speed', 'gear', 'throttle', 'brake', 'drs', 'n_gear', 'session_key']"
2026-07-16T23:26:33.945060,49,openf1,1,json_manip,field_split,bert,0.0,0.019,[],"['date', 'driver_number', 'rpm', 'speed', 'gear', 'throttle', 'brake', 'drs', 'n_gear', 'session_key']"
2026-07-16T23:26:33.945116,55,openf1,1,json_manip,array_expansion,bert,0.0,0.005,[],"['date', 'driver_number', 'rpm', 'speed', 'gear', 'throttle', 'brake', 'drs', 'n_gear', 'session_key']"
2026-07-16T23:26:33.945133,57,openf1,1,json_manip,field_join,bert,0.0,0.005,[],"['date', 'driver_number', 'rpm', 'speed', 'gear', 'throttle', 'brake', 'drs', 'n_gear', 'session_key']"
2026-07-16T23:26:33.945403,66,openf1,1,json_manip,field_split,bert,0.0,0.005,[],"['date', 'driver_number', 'rpm', 'speed', 'gear', 'throttle', 'brake', 'drs', 'n_gear', 'session_key']"
2026-07-16T23:26:33.945433,67,openf1,1,json_manip,array_expansion,bert,0.0,0.005,[],"['date', 'driver_number', 'rpm', 'speed', 'gear', 'throttle', 'brake', 'drs', 'n_gear', 'session_key']"
2026-07-16T23:26:33.945487,72,openf1,1,json_manip,null_injection,bert,0.0,0.004,[],"['date', 'driver_number', 'rpm', 'speed', 'gear', 'throttle', 'brake', 'drs', 'n_gear', 'session_key']"
2026-07-16T23:26:33.945503,89,openf1,1,json_manip,field_merge_value,bert,0.0,0.004,[],"['date', 'driver_number', 'rpm', 'speed', 'gear', 'throttle', 'brake', 'drs', 'n_gear', 'session_key']"
2026-07-16T23:26:33.945517,91,openf1,1,json_manip,array_to_scalar,bert,0.0,0.004,[],"['date', 'driver_number', 'rpm', 'speed', 'gear', 'throttle', 'brake', 'drs', 'n_gear', 'session_key']"
2026-07-16T23:26:33.945530,113,openf1,1,json_manip,default_value_inject,bert,0.0,0.004,[],"['date', 'driver_number', 'rpm', 'speed', 'gear', 'throttle', 'brake', 'drs', 'n_gear', 'session_key']"
2026-07-16T23:26:33.945565,121,openf1,1,json_manip,default_value_inject,bert,0.0,0.003,[],"['date', 'driver_number', 'rpm', 'speed', 'gear', 'throttle', 'brake', 'drs', 'n_gear', 'session_key']"
