timestamp,api,run_number,packet_profile,frequency_profile,chaos_strategy,chaos_level,concurrency,throughput_pps,total_packets,elapsed_seconds,total_runtime_sec,selected_device,actual_device,hardware_model,cloud_platform,bootstrap_status,bootstrap_initialization_time,total_drift_events,detection_rate,recovery_score,p95_latency_ms,latency_score,resilience_P,resilience_P2,averages
2026-05-20T18:07:04.832965Z,finnhub,3,short,100hz,json,high,1,100.0,30000,14.763714041997446,14.76376750000054,gpu,MPS,Apple Silicon (arm),local,fresh_install,6.24,349,0.3008595988538682,1.0,139.78058300563134,0.07154069460131762,0.6395230386337305,0.6509889838463581,"{""levenshtein_latency"": 0.000584552380952381, ""regex_latency"": 0.009415866666666666, ""bert_latency"": 132.31003249335723, ""gemma_latency"": 8.243363514165615, ""levenshtein_confidence"": 1.7124770412678656, ""regex_confidence"": 0.01904761904761905, ""bert_confidence"": 0.6210888246182205, ""gemma_confidence"": 0.92}"
