timestamp,api_source,run_number,hardware_platform,hardware_model,cloud_platform,chaos_strategy,chaos_level,drift_type,original_field,mutated_field,metadata
2026-05-20T18:04:57.424146Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,case_drift,unknown,unknown,"{""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:57.441609Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,synonym_rename,MetadataDrifbed-ditedDrifteedDrilftdDriftedDriftedDrifted-drited-driftedDritfedDriftedDriftedDrifted_drifted,MetadataDrifbed-ditedDrifteedDrilftdDriftedDriftedDrifted-drited-driftedDritfedDriftedDriftedDrifted_drifted_drifted,"{""mutation_rate"": 0.05000000074505806, ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:57.458751Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,value_typo,canonicaDrifteDdrifteDrifteDdriftdeDfritfe-ddriftedd-rifted-drifted-drifted-drifted-drifted-drifted-rdifted_value,canonicaDrifteDdrifteDrifteDdriftdeDfritfe-ddriftedd-rifted-drifted-drifted-drifted-drifted-drifted-rdifted_value,"{""original_value"": ""yu"", ""mutated_value"": ""yu"", ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:57.476213Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,typo_rename,unknown,unknown,"{""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:57.493574Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,numeric_perturbation,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-drifted-drifted-drifted-driftred-drifted-drifted-drifted-drifted-drifted-driftedDriftedDrifted_value,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-drifted-drifted-drifted-driftred-drifted-drifted-drifted-drifted-drifted-driftedDriftedDrifted_value,"{""original_value"": 214.79669894002993, ""mutated_value"": 212.5922130805991, ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:57.511165Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,typo_rename,canonicaDrifteDdrifteDrifteDdriftdeDfritfe-ddriftedd-rifted-drifted-drifted-drifted-drifted-drifted-rdifted,canonicaDrifteDdrifteDrifteDdriftdeDfritfe-driftedd-rifted-drifted-drifted-drifted-drifted-drifted-rdifted,"{""mutation_rate"": 0.05000000074505806, ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:57.528500Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,synonym_rename,MetadataDrifbed-ditedDrifteedDrilftdDriftedDriftedDrifted-drited-driftedDritfedDriftedDriftedDrifted_drifted_drifted,MetadataDrifbed-ditedDrifteedDrilftdDriftedDriftedDrifted-drited-driftedDritfedDriftedDriftedDrifted_drifted_drifted_drifted,"{""mutation_rate"": 0.05000000074505806, ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:57.546080Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,synonym_rename,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-drifted-drifted-drifted-driftred-drifted-drifted-drifted-drifted-drifted-driftedDriftedDrifted,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-drifted-drifted-drifted-driftred-drifted-drifted-drifted-drifted-drifted-driftedDriftedDrifted_drifted,"{""mutation_rate"": 0.05000000074505806, ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:57.563276Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,typo_rename,MetadataDrifbed-ditedDrifteedDrilftdDriftedDriftedDrifted-drited-driftedDritfedDriftedDriftedDrifted_drifted_drifted_drifted,MetadataDrifbed-ditedDrifteedDrilftdDriftedDriftedDrifkted-drited-driftedDritfedDriftedDriftedDrifted_drifted_drifted_drifted,"{""mutation_rate"": 0.05000000074505806, ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:57.580751Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,case_drift,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-drifted-drifted-drifted-driftred-drifted-drifted-drifted-drifted-drifted-driftedDriftedDrifted_drifted,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-drifted-drifted-drifted-driftred-drifted-drifted-drifted-drifted-drifted-driftedDriftedDriftedDrifted,"{""mutation_rate"": 0.05000000074505806, ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:57.598521Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,numeric_perturbation,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-drifted-drifted-drifted-driftred-drifted-drifted-drifted-drifted-drifted-driftedDriftedDriftedDrifted_value,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-drifted-drifted-drifted-driftred-drifted-drifted-drifted-drifted-drifted-driftedDriftedDriftedDrifted_value,"{""original_value"": 212.5922130805991, ""mutated_value"": 214.50984448857082, ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:57.616138Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,synonym_rename,MetadataDrifbed-ditedDrifteedDrilftdDriftedDriftedDrifkted-drited-driftedDritfedDriftedDriftedDrifted_drifted_drifted_drifted,MetadataDrifbed-ditedDrifteedDrilftdDriftedDriftedDrifkted-drited-driftedDritfedDriftedDriftedDrifted_drifted_drifted_drifted_drifted,"{""mutation_rate"": 0.05000000074505806, ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:57.633598Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,value_typo,canonicaDrifteDdrifteDrifteDdriftdeDfritfe-driftedd-rifted-drifted-drifted-drifted-drifted-drifted-rdifted_value,canonicaDrifteDdrifteDrifteDdriftdeDfritfe-driftedd-rifted-drifted-drifted-drifted-drifted-drifted-rdifted_value,"{""original_value"": ""yu"", ""mutated_value"": ""yu"", ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:57.650781Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,numeric_perturbation,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-drifted-drifted-drifted-driftred-drifted-drifted-drifted-drifted-drifted-driftedDriftedDriftedDrifted_value,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-drifted-drifted-drifted-driftred-drifted-drifted-drifted-drifted-drifted-driftedDriftedDriftedDrifted_value,"{""original_value"": 214.50984448857082, ""mutated_value"": 210.54969230760162, ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:57.668394Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,case_drift,unknown,unknown,"{""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:57.685879Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,numeric_perturbation,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-drifted-drifted-drifted-driftred-drifted-drifted-drifted-drifted-drifted-driftedDriftedDriftedDrifted_value,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-drifted-drifted-drifted-driftred-drifted-drifted-drifted-drifted-drifted-driftedDriftedDriftedDrifted_value,"{""original_value"": 210.54969230760162, ""mutated_value"": 200.1374643439975, ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:57.703399Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,synonym_rename,MetadataDrifbed-ditedDrifteedDrilftdDriftedDriftedDrifkted-drited-driftedDritfedDriftedDriftedDrifted_drifted_drifted_drifted_drifted,MetadataDrifbed-ditedDrifteedDrilftdDriftedDriftedDrifkted-drited-driftedDritfedDriftedDriftedDrifted_drifted_drifted_drifted_drifted_drifted,"{""mutation_rate"": 0.05000000074505806, ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:57.721028Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,synonym_rename,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-drifted-drifted-drifted-driftred-drifted-drifted-drifted-drifted-drifted-driftedDriftedDriftedDrifted,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-drifted-drifted-drifted-driftred-drifted-drifted-drifted-drifted-drifted-driftedDriftedDriftedDrifted_drifted,"{""mutation_rate"": 0.05000000074505806, ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:57.738660Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,typo_rename,canonicaDrifteDdrifteDrifteDdriftdeDfritfe-driftedd-rifted-drifted-drifted-drifted-drifted-drifted-rdifted,canonicaDrifteDdrifteDrifteDdriftdeDfritfe-driftedd-rifted-driftedd-rifted-drifted-drifted-drifted-rdifted,"{""mutation_rate"": 0.05000000074505806, ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:57.756248Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,value_typo,canonicaDrifteDdrifteDrifteDdriftdeDfritfe-driftedd-rifted-driftedd-rifted-drifted-drifted-drifted-rdifted_value,canonicaDrifteDdrifteDrifteDdriftdeDfritfe-driftedd-rifted-driftedd-rifted-drifted-drifted-drifted-rdifted_value,"{""original_value"": ""yu"", ""mutated_value"": ""yu"", ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:57.773814Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,synonym_rename,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-drifted-drifted-drifted-driftred-drifted-drifted-drifted-drifted-drifted-driftedDriftedDriftedDrifted_drifted,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-drifted-drifted-drifted-driftred-drifted-drifted-drifted-drifted-drifted-driftedDriftedDriftedDrifted_drifted_drifted,"{""mutation_rate"": 0.05000000074505806, ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:57.796514Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,typo_rename,canonicaDrifteDdrifteDrifteDdriftdeDfritfe-driftedd-rifted-driftedd-rifted-drifted-drifted-drifted-rdifted,canonicaDrifteDdrifteDrifteDdriftdeDfritfe-driftedd-rifted-driftedd-rifted-drifted-drifted-drifted-rdifeted,"{""mutation_rate"": 0.05000000074505806, ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:57.813953Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,case_drift,unknown,unknown,"{""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:57.831461Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,case_drift,unknown,unknown,"{""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:57.849154Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,synonym_rename,MetadataDrifbed-ditedDrifteedDrilftdDriftedDriftedDrifkted-drited-driftedDritfedDriftedDriftedDrifted_drifted_drifted_drifted_drifted_drifted,MetadataDrifbed-ditedDrifteedDrilftdDriftedDriftedDrifkted-drited-driftedDritfedDriftedDriftedDrifted_drifted_drifted_drifted_drifted_drifted_drifted,"{""mutation_rate"": 0.05000000074505806, ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:57.883632Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,value_typo,canonicaDrifteDdrifteDrifteDdriftdeDfritfe-driftedd-rifted-driftedd-rifted-drifted-drifted-drifted-rdifeted_value,canonicaDrifteDdrifteDrifteDdriftdeDfritfe-driftedd-rifted-driftedd-rifted-drifted-drifted-drifted-rdifeted_value,"{""original_value"": ""yu"", ""mutated_value"": ""yu"", ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:57.901177Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,typo_rename,MetadataDrifbed-ditedDrifteedDrilftdDriftedDriftedDrifkted-drited-driftedDritfedDriftedDriftedDrifted_drifted_drifted_drifted_drifted_drifted_drifted,MetadtaDrifbed-ditedDrifteedDrilftdDriftedDriftedDrifkted-drited-driftedDritfedDriftedDriftedDrifted_drifted_drifted_drifted_drifted_drifted_drifted,"{""mutation_rate"": 0.05000000074505806, ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:57.918871Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,case_drift,unknown,unknown,"{""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:57.936492Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,numeric_perturbation,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-drifted-drifted-drifted-driftred-drifted-drifted-drifted-drifted-drifted-driftedDriftedDriftedDrifted_drifted_drifted_value,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-drifted-drifted-drifted-driftred-drifted-drifted-drifted-drifted-drifted-driftedDriftedDriftedDrifted_drifted_drifted_value,"{""original_value"": 200.1374643439975, ""mutated_value"": 191.01311118575188, ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:57.954518Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,value_typo,canonicaDrifteDdrifteDrifteDdriftdeDfritfe-driftedd-rifted-driftedd-rifted-drifted-drifted-drifted-rdifeted_value,canonicaDrifteDdrifteDrifteDdriftdeDfritfe-driftedd-rifted-driftedd-rifted-drifted-drifted-drifted-rdifeted_value,"{""original_value"": ""yu"", ""mutated_value"": ""yu"", ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:57.972254Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,value_typo,canonicaDrifteDdrifteDrifteDdriftdeDfritfe-driftedd-rifted-driftedd-rifted-drifted-drifted-drifted-rdifeted_value,canonicaDrifteDdrifteDrifteDdriftdeDfritfe-driftedd-rifted-driftedd-rifted-drifted-drifted-drifted-rdifeted_value,"{""original_value"": ""yu"", ""mutated_value"": ""yu"", ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:57.989755Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,numeric_perturbation,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-drifted-drifted-drifted-driftred-drifted-drifted-drifted-drifted-drifted-driftedDriftedDriftedDrifted_drifted_drifted_value,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-drifted-drifted-drifted-driftred-drifted-drifted-drifted-drifted-drifted-driftedDriftedDriftedDrifted_drifted_drifted_value,"{""original_value"": 191.01311118575188, ""mutated_value"": 172.9077489273373, ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:58.007386Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,synonym_rename,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-drifted-drifted-drifted-driftred-drifted-drifted-drifted-drifted-drifted-driftedDriftedDriftedDrifted_drifted_drifted,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-drifted-drifted-drifted-driftred-drifted-drifted-drifted-drifted-drifted-driftedDriftedDriftedDrifted_drifted_drifted_drifted,"{""mutation_rate"": 0.05000000074505806, ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:58.024879Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,synonym_rename,MetadtaDrifbed-ditedDrifteedDrilftdDriftedDriftedDrifkted-drited-driftedDritfedDriftedDriftedDrifted_drifted_drifted_drifted_drifted_drifted_drifted,MetadtaDrifbed-ditedDrifteedDrilftdDriftedDriftedDrifkted-drited-driftedDritfedDriftedDriftedDrifted_drifted_drifted_drifted_drifted_drifted_drifted_drifted,"{""mutation_rate"": 0.05000000074505806, ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:58.042619Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,numeric_perturbation,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-drifted-drifted-drifted-driftred-drifted-drifted-drifted-drifted-drifted-driftedDriftedDriftedDrifted_drifted_drifted_drifted_value,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-drifted-drifted-drifted-driftred-drifted-drifted-drifted-drifted-drifted-driftedDriftedDriftedDrifted_drifted_drifted_drifted_value,"{""original_value"": 172.9077489273373, ""mutated_value"": 176.57270902918177, ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:58.060522Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,numeric_perturbation,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-drifted-drifted-drifted-driftred-drifted-drifted-drifted-drifted-drifted-driftedDriftedDriftedDrifted_drifted_drifted_drifted_value,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-drifted-drifted-drifted-driftred-drifted-drifted-drifted-drifted-drifted-driftedDriftedDriftedDrifted_drifted_drifted_drifted_value,"{""original_value"": 176.57270902918177, ""mutated_value"": 181.31911430934366, ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:58.078367Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,case_drift,unknown,unknown,"{""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:58.096034Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,synonym_rename,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-drifted-drifted-drifted-driftred-drifted-drifted-drifted-drifted-drifted-driftedDriftedDriftedDrifted_drifted_drifted_drifted,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-drifted-drifted-drifted-driftred-drifted-drifted-drifted-drifted-drifted-driftedDriftedDriftedDrifted_drifted_drifted_drifted_drifted,"{""mutation_rate"": 0.05000000074505806, ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:58.113854Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,synonym_rename,MetadtaDrifbed-ditedDrifteedDrilftdDriftedDriftedDrifkted-drited-driftedDritfedDriftedDriftedDrifted_drifted_drifted_drifted_drifted_drifted_drifted_drifted,MetadtaDrifbed-ditedDrifteedDrilftdDriftedDriftedDrifkted-drited-driftedDritfedDriftedDriftedDrifted_drifted_drifted_drifted_drifted_drifted_drifted_drifted_drifted,"{""mutation_rate"": 0.05000000074505806, ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:58.131878Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,numeric_perturbation,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-drifted-drifted-drifted-driftred-drifted-drifted-drifted-drifted-drifted-driftedDriftedDriftedDrifted_drifted_drifted_drifted_drifted_value,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-drifted-drifted-drifted-driftred-drifted-drifted-drifted-drifted-drifted-driftedDriftedDriftedDrifted_drifted_drifted_drifted_drifted_value,"{""original_value"": 181.31911430934366, ""mutated_value"": 176.82923451372523, ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:58.149402Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,synonym_rename,MetadtaDrifbed-ditedDrifteedDrilftdDriftedDriftedDrifkted-drited-driftedDritfedDriftedDriftedDrifted_drifted_drifted_drifted_drifted_drifted_drifted_drifted_drifted,MetadtaDrifbed-ditedDrifteedDrilftdDriftedDriftedDrifkted-drited-driftedDritfedDriftedDriftedDrifted_drifted_drifted_drifted_drifted_drifted_drifted_drifted_drifted_drifted,"{""mutation_rate"": 0.05000000074505806, ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:58.166895Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,typo_rename,canonicaDrifteDdrifteDrifteDdriftdeDfritfe-driftedd-rifted-driftedd-rifted-drifted-drifted-drifted-rdifeted,canonicaDrifteDdrifteDrifteDdriftdeDfrgitfe-driftedd-rifted-driftedd-rifted-drifted-drifted-drifted-rdifeted,"{""mutation_rate"": 0.05000000074505806, ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:58.184693Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,typo_rename,MetadtaDrifbed-ditedDrifteedDrilftdDriftedDriftedDrifkted-drited-driftedDritfedDriftedDriftedDrifted_drifted_drifted_drifted_drifted_drifted_drifted_drifted_drifted_drifted,MetadtaDrifbed-ditedDrifteedDrilftdDriftedDriftedDrifkted-drited-driftedDritfedDriftedDriftedDrifted_drifted_drifted_drifted_drifted_drifted_drifted_dritfed_drifted_drifted,"{""mutation_rate"": 0.05000000074505806, ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:58.202664Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,numeric_perturbation,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-drifted-drifted-drifted-driftred-drifted-drifted-drifted-drifted-drifted-driftedDriftedDriftedDrifted_drifted_drifted_drifted_drifted_value,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-drifted-drifted-drifted-driftred-drifted-drifted-drifted-drifted-drifted-driftedDriftedDriftedDrifted_drifted_drifted_drifted_drifted_value,"{""original_value"": 176.82923451372523, ""mutated_value"": 167.50248465617236, ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:58.220391Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,typo_rename,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-drifted-drifted-drifted-driftred-drifted-drifted-drifted-drifted-drifted-driftedDriftedDriftedDrifted_drifted_drifted_drifted_drifted,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-drifted-drifted-drifted-driftred-drifted-drifted-drifted-drifted-drifted-driftedDriftedDrftedDrifted_drifted_drifted_drifted_drifted,"{""mutation_rate"": 0.05000000074505806, ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:58.239800Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,typo_rename,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-drifted-drifted-drifted-driftred-drifted-drifted-drifted-drifted-drifted-driftedDriftedDrftedDrifted_drifted_drifted_drifted_drifted,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-drifted-drifted-drifted-driftred-drifte-drifted-drifted-drifted-drifted-driftedDriftedDrftedDrifted_drifted_drifted_drifted_drifted,"{""mutation_rate"": 0.05000000074505806, ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:58.257555Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,typo_rename,canonicaDrifteDdrifteDrifteDdriftdeDfrgitfe-driftedd-rifted-driftedd-rifted-drifted-drifted-drifted-rdifeted,acnonicaDrifteDdrifteDrifteDdriftdeDfrgitfe-driftedd-rifted-driftedd-rifted-drifted-drifted-drifted-rdifeted,"{""mutation_rate"": 0.05000000074505806, ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:58.275365Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,typo_rename,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-drifted-drifted-drifted-driftred-drifte-drifted-drifted-drifted-drifted-driftedDriftedDrftedDrifted_drifted_drifted_drifted_drifted,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-drifted-drifted-driftd-driftred-drifte-drifted-drifted-drifted-drifted-driftedDriftedDrftedDrifted_drifted_drifted_drifted_drifted,"{""mutation_rate"": 0.05000000074505806, ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:58.293521Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,numeric_perturbation,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-drifted-drifted-driftd-driftred-drifte-drifted-drifted-drifted-drifted-driftedDriftedDrftedDrifted_drifted_drifted_drifted_drifted_value,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-drifted-drifted-driftd-driftred-drifte-drifted-drifted-drifted-drifted-driftedDriftedDrftedDrifted_drifted_drifted_drifted_drifted_value,"{""original_value"": 167.50248465617236, ""mutated_value"": 168.89543406927442, ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:58.311282Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,typo_rename,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-drifted-drifted-driftd-driftred-drifte-drifted-drifted-drifted-drifted-driftedDriftedDrftedDrifted_drifted_drifted_drifted_drifted,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-driftled-drifted-driftd-driftred-drifte-drifted-drifted-drifted-drifted-driftedDriftedDrftedDrifted_drifted_drifted_drifted_drifted,"{""mutation_rate"": 0.05000000074505806, ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:58.329459Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,value_typo,acnonicaDrifteDdrifteDrifteDdriftdeDfrgitfe-driftedd-rifted-driftedd-rifted-drifted-drifted-drifted-rdifeted_value,acnonicaDrifteDdrifteDrifteDdriftdeDfrgitfe-driftedd-rifted-driftedd-rifted-drifted-drifted-drifted-rdifeted_value,"{""original_value"": ""yu"", ""mutated_value"": ""yu"", ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:58.347412Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,case_drift,unknown,unknown,"{""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:58.365364Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,case_drift,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-driftled-drifted-driftd-driftred-drifte-drifted-drifted-drifted-drifted-driftedDriftedDrftedDrifted_drifted_drifted_drifted_drifted,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-driftled-drifted-driftd-driftred-drifte-drifted-drifted-drifted-drifted-driftedDriftedDrftedDriftedDriftedDriftedDriftedDrifted,"{""mutation_rate"": 0.05000000074505806, ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:58.383185Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,typo_rename,acnonicaDrifteDdrifteDrifteDdriftdeDfrgitfe-driftedd-rifted-driftedd-rifted-drifted-drifted-drifted-rdifeted,acnonicaDrifteDdrifteDrifteDdriftdeDfrgitfe-driftedd-rifted-driftedd-rifted-drifted-drfted-drifted-rdifeted,"{""mutation_rate"": 0.05000000074505806, ""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:58.401122Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,case_drift,unknown,unknown,"{""total_runtime_sec"": 14.69502666698827}"
2026-05-20T18:04:58.418759Z,finnhub,1,MPS,Apple Silicon (arm),local,json,0.05,typo_rename,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-driftled-drifted-driftd-driftred-drifte-drifted-drifted-drifted-drifted-driftedDriftedDrftedDriftedDriftedDriftedDriftedDrifted,ManitudDriftedDrivftedDriftedDriftedDriftedDritedDriftedDrifted-driftled-drifted-driftd-driftred-drifte-drifted-drifted-drifted-drifted-driftedDriftedDrftedDritedDriftedDriftedDriftedDrifted,"{""mutation_rate"": 0.05000000074505806, ""total_runtime_sec"": 14.69502666698827}"
