hardware,api_name,chaos_source,chaos_type_injected,chaos_detected,semantic_repair_type,p95_latency_ms,throughput_pps,resilience_P
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,missing_keys,missing_keys,Canonical Matcher Bypass,1499.2,0.6670224119530416,0.4262500028084584
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,missing_keys,missing_keys,Canonical Matcher Bypass,1538.77,0.6498697011249245,0.4472740513389404
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,missing_keys,missing_keys,Canonical Matcher Bypass,1471.707,0.6794830764547563,0.45290111528932187
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,missing_keys,missing_keys,Canonical Matcher Bypass,1480.615,0.6753950216632953,0.45051498480040486
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,missing_keys,missing_keys,Canonical Matcher Bypass,1472.655,0.6790456692164831,0.4262740535311253
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,missing_keys,missing_keys,Canonical Matcher Bypass,1499.993,0.6666697777922964,0.42858240830456573
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,missing_keys,missing_keys,Canonical Matcher Bypass,1412.488,0.7079706163875374,0.44763781543080583
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,missing_keys,missing_keys,Canonical Matcher Bypass,1523.04,0.6565815736947158,0.4507069250670032
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,missing_keys,missing_keys,Canonical Matcher Bypass,1542.367,0.6483541206470315,0.45272990603237934
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,missing_keys,missing_keys,Canonical Matcher Bypass,1514.601,0.6602398915622002,0.4496054038858872
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,nested_corruption,nested_corruption,Canonical Matcher Bypass,1495.655,0.668603387813366,0.45027610367263066
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,nested_corruption,nested_corruption,Canonical Matcher Bypass,1484.315,0.6737114426519977,0.45264407582040417
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,nested_corruption,nested_corruption,Canonical Matcher Bypass,1517.586,0.6589412395739022,0.4504871747988169
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,nested_corruption,missing_keys; split_fields,Canonical Matcher Bypass,1455.577,0.6870127791247046,0.44638878976851076
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,nested_corruption,missing_keys; split_fields,Canonical Matcher Bypass,1473.78,0.6785273242953493,0.4463688489496618
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,nested_corruption,nested_corruption,Canonical Matcher Bypass,1483.036,0.674292464916563,0.4503928224584979
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,nested_corruption,missing_keys; split_fields,Canonical Matcher Bypass,1544.111,0.6476218354768537,0.4483362298326904
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,nested_corruption,nested_corruption,Canonical Matcher Bypass,1523.67,0.6563100933929262,0.4501210850612624
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,nested_corruption,nested_corruption,Canonical Matcher Bypass,1498.897,0.6671572496308953,0.4524776000389138
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,nested_corruption,nested_corruption,Canonical Matcher Bypass,1471.566,0.6795481820047488,0.4502979970916914
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,renamed_keys,extra_keys; missing_keys,Canonical Matcher Bypass,1493.691,0.6694825101041647,0.4450883156688619
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,renamed_keys,extra_keys; missing_keys,Canonical Matcher Bypass,1459.822,0.6850150223794408,0.44456572231394154
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,renamed_keys,extra_keys; missing_keys,Canonical Matcher Bypass,1500.282,0.6665413568915711,0.44452876851718287
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,renamed_keys,extra_keys; missing_keys,Canonical Matcher Bypass,1470.859,0.679874821447875,0.44479315834432737
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,renamed_keys,extra_keys; missing_keys,Canonical Matcher Bypass,1489.084,0.6715537874290504,0.44477360391438314
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,renamed_keys,extra_keys; missing_keys,Canonical Matcher Bypass,1481.545,0.6749710606157762,0.44323645581175175
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,renamed_keys,extra_keys; missing_keys,Canonical Matcher Bypass,1510.927,0.6618453439510976,0.4445193748476974
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,renamed_keys,extra_keys; missing_keys,Canonical Matcher Bypass,1505.206,0.6643608914660186,0.44530425872236773
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,renamed_keys,extra_keys; missing_keys,Canonical Matcher Bypass,1494.459,0.6691384641532487,0.4429786372540492
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,split_fields,extra_keys,Canonical Matcher Bypass,1639.058,0.6101065368034566,0.44778171378831466
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,split_fields,missing_keys; split_fields,Canonical Matcher Bypass,1469.975,0.6802836782938485,0.4464613182097607
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,split_fields,missing_keys; split_fields,Canonical Matcher Bypass,1532.107,0.6526959278953754,0.4486903403573102
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,split_fields,missing_keys; split_fields,Canonical Matcher Bypass,1498.735,0.6672293634298259,0.4464352050110225
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,split_fields,extra_keys,Canonical Matcher Bypass,1536.735,0.6507302820590408,0.4459553439987344
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,split_fields,missing_keys; split_fields,Canonical Matcher Bypass,1404.086,0.7122070870302817,0.4467741994084068
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,split_fields,missing_keys; split_fields,Canonical Matcher Bypass,1517.35,0.659043727551323,0.4466492655136312
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,split_fields,missing_keys; split_fields,Canonical Matcher Bypass,1407.059,0.7107022520022259,0.44900937513989786
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,split_fields,extra_keys,Canonical Matcher Bypass,1489.845,0.671210763535804,0.44811778703534255
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,split_fields,extra_keys,Canonical Matcher Bypass,1535.54,0.6512366984904334,0.44595653407734814
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,split_fields,missing_keys; split_fields,Canonical Matcher Bypass,1515.006,0.6600633924882146,0.44665166172623294
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,split_fields,missing_keys; split_fields,Canonical Matcher Bypass,1515.498,0.659849105706507,0.44665115815229595
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,split_fields,missing_keys; split_fields,Canonical Matcher Bypass,1481.487,0.674997485634366,0.44645074397427437
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,split_fields,missing_keys; split_fields,Canonical Matcher Bypass,1505.511,0.6642262992432469,0.44642919783157686
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,type_mismatch,nested_corruption,Canonical Matcher Bypass,1503.174,0.6652589786678056,0.4320049017163825
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,type_mismatch,nested_corruption,Canonical Matcher Bypass,1512.87,0.6609953267630398,0.4340770174137098
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,type_mismatch,type_mismatch,Canonical Matcher Bypass,1462.388,0.6838130509823658,0.4503295927439247
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,type_mismatch,nested_corruption,Canonical Matcher Bypass,1536.43,0.6508594599168201,0.4319710628473177
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,type_mismatch,nested_corruption,Canonical Matcher Bypass,1479.715,0.6758058139574176,0.4320296867793131
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,type_mismatch,nested_corruption,Canonical Matcher Bypass,1502.634,0.6654980520872015,0.4341017824029928
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,type_mismatch,type_mismatch,Canonical Matcher Bypass,1396.959,0.7158406223804706,0.4528988507304848
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,type_mismatch,type_mismatch,Canonical Matcher Bypass,1497.315,0.6678621398970824,0.45111233079779195
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,type_mismatch,type_mismatch,Canonical Matcher Bypass,1489.23,0.6714879501487345,0.4505397239902417
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,type_mismatch,type_mismatch,Canonical Matcher Bypass,1497.418,0.6678162009539087,0.45263471641263864
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,type_mismatch,type_mismatch,Canonical Matcher Bypass,1477.812,0.6766760589303646,0.45268344563150925
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,value_contradiction,,Canonical Matcher Bypass,1457.116,0.686287159018225,0.20377457937460025
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,value_contradiction,value_contradiction,Canonical Matcher Bypass,1500.056,0.6666417787069282,0.45032753018681193
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,value_contradiction,value_contradiction,Canonical Matcher Bypass,1503.419,0.6651505668080555,0.45141315063686804
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,value_contradiction,,Canonical Matcher Bypass,1466.759,0.6817752609665255,0.20374976393531588
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,value_contradiction,value_contradiction,Canonical Matcher Bypass,1539.729,0.6494649383105728,0.452454520053755
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,value_contradiction,value_contradiction,Canonical Matcher Bypass,1527.451,0.6546854858191851,0.4527881150120037
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,value_contradiction,value_contradiction,Canonical Matcher Bypass,1499.349,0.666956125625188,0.45242011131347015
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,value_contradiction,value_contradiction,Canonical Matcher Bypass,1553.075,0.643883907731436,0.4505496004144203
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,value_contradiction,value_contradiction,Canonical Matcher Bypass,1511.705,0.6615047247974968,0.44930935862269794
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,value_contradiction,,Canonical Matcher Bypass,1556.834,0.6423292399831967,0.2012848832952004
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,value_contradiction,,Canonical Matcher Bypass,1532.905,0.6523561473150652,0.2013049406192817
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,value_contradiction,,Canonical Matcher Bypass,1487.834,0.6721179916576714,0.2036966489541172
AMD_Radeon_RX_7900_XT_20GB,finnhub,Gemma Adversarial LLM,value_contradiction,,Canonical Matcher Bypass,1477.718,0.6767191033742568,0.2013536750584347
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,,,Canonical Matcher Bypass,76.855,13.011515190943983,0.2715633335501919
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,,,Canonical Matcher Bypass,74.521,13.419036244816896,0.27380469934649293
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,,,Canonical Matcher Bypass,76.191,13.124909766245358,0.27218700371434945
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,,,Canonical Matcher Bypass,73.973,13.5184459194571,0.2743514525570141
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,,,Canonical Matcher Bypass,75.507,13.243805210112969,0.2728409286556214
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,extra_keys,extra_keys,Canonical Matcher Bypass,75.123,13.31150246928371,0.47473472262669447
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,extra_keys,extra_keys,Canonical Matcher Bypass,67.97,14.712373105781962,0.48295339174651525
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,extra_keys,extra_keys,Canonical Matcher Bypass,72.708,13.7536447158497,0.524024360885101
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,extra_keys,extra_keys,Canonical Matcher Bypass,68.354,14.629721742692455,0.4776438788359224
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,extra_keys,extra_keys,Canonical Matcher Bypass,73.422,13.619895943994988,0.480113814130651
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,extra_keys,extra_keys,Canonical Matcher Bypass,74.573,13.409679106378984,0.5218602937473472
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,extra_keys,extra_keys,Canonical Matcher Bypass,72.285,13.834128795739089,0.5244272019205724
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,extra_keys,extra_keys,Canonical Matcher Bypass,72.347,13.822273211052291,0.48058940070823575
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,extra_keys,extra_keys,Canonical Matcher Bypass,71.939,13.900665841893826,0.5245607207926788
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,extra_keys,extra_keys,Canonical Matcher Bypass,72.894,13.718550223612368,0.5235590848921308
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,extra_keys,extra_keys,Canonical Matcher Bypass,76.015,13.155298296388871,0.5204611992924016
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,extra_keys,extra_keys,Canonical Matcher Bypass,72.342,13.823228553260899,0.48059164576242597
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,extra_keys,extra_keys,Canonical Matcher Bypass,71.824,13.92292269993317,0.5249155683936398
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,extra_keys,extra_keys,Canonical Matcher Bypass,79.49,12.58019876714052,0.4732718592661124
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,extra_keys,extra_keys,Canonical Matcher Bypass,71.882,13.91168860076236,0.481031961755799
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,extra_keys,extra_keys,Canonical Matcher Bypass,69.475,14.39366678661389,0.4819321756108054
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,extra_keys,extra_keys,Canonical Matcher Bypass,71.416,14.00246443374034,0.5253928693334994
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,extra_keys,extra_keys,Canonical Matcher Bypass,74.608,13.403388376581601,0.5218256947334616
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,extra_keys,extra_keys,Canonical Matcher Bypass,74.389,13.442847732863731,0.4752298940064414
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,extra_keys,extra_keys,Canonical Matcher Bypass,68.646,14.567491186667832,0.48234066295093225
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,extra_keys,extra_keys,Canonical Matcher Bypass,69.445,14.39988480092159,0.4769118682237863
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,merged_fields,,Canonical Matcher Bypass,77.407,12.918728280388079,0.2710530055421344
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,merged_fields,merged_fields,Canonical Matcher Bypass,73.834,13.543895766178185,0.4750951079819737
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,merged_fields,,Canonical Matcher Bypass,71.296,14.026032315978457,0.2329611759425494
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,merged_fields,merged_fields,Canonical Matcher Bypass,1544.14,0.6476096726980713,0.45049155790000356
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,merged_fields,merged_fields,Canonical Matcher Bypass,72.623,13.769742368120294,0.4792885992652468
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,merged_fields,,Canonical Matcher Bypass,84.924,11.77523432716311,0.22767180066883333
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,merged_fields,,Canonical Matcher Bypass,72.986,13.70125777546379,0.227407310991149
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,merged_fields,merged_fields,Canonical Matcher Bypass,70.852,14.113927623779146,0.4800974346160451
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,merged_fields,,Canonical Matcher Bypass,74.082,13.498555654544965,0.2742420560999973
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,merged_fields,,Canonical Matcher Bypass,75.978,13.16170470399326,0.22632801600463293
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,merged_fields,,Canonical Matcher Bypass,73.981,13.516984090509725,0.23176491261269788
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,merged_fields,merged_fields,Canonical Matcher Bypass,73.266,13.64889580432943,0.521998631623976
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,merged_fields,merged_fields,Canonical Matcher Bypass,75.445,13.254688846179336,0.474516592919554
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,merged_fields,,Canonical Matcher Bypass,72.874,13.722315229025442,0.22744943326838107
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,merged_fields,,Canonical Matcher Bypass,69.45,14.398848092152628,0.22880273578113752
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,merged_fields,merged_fields,Canonical Matcher Bypass,76.191,13.124909766245358,0.47318411795107307
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,merged_fields,merged_fields,Canonical Matcher Bypass,66.678,14.997450433426318,0.530488553469944
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,merged_fields,merged_fields,Canonical Matcher Bypass,68.964,14.500319007018154,0.47700828921178795
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,merged_fields,,Canonical Matcher Bypass,69.895,14.307175048286716,0.22861935760784033
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,missing_keys,missing_keys,Canonical Matcher Bypass,68.32,14.637002341920374,0.5054192374072701
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,missing_keys,missing_keys,Canonical Matcher Bypass,71.662,13.95439703050431,0.5227232681500689
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,missing_keys,missing_keys,Canonical Matcher Bypass,65.625,15.238095238095237,0.5087252483362319
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,missing_keys,missing_keys,Canonical Matcher Bypass,72.353,13.821126974693517,0.5251801567296349
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,missing_keys,missing_keys,Canonical Matcher Bypass,68.376,14.625014625014623,0.5053533049642885
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,missing_keys,missing_keys,Canonical Matcher Bypass,66.592,15.01681883709755,0.5285665880863317
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,missing_keys,missing_keys,Canonical Matcher Bypass,67.347,14.84847134987453,0.45461786419142963
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,missing_keys,missing_keys,Canonical Matcher Bypass,72.358,13.82017192293872,0.4816413623877266
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,missing_keys,missing_keys,Canonical Matcher Bypass,70.544,14.175550011340441,0.45327178599189294
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,missing_keys,missing_keys,Canonical Matcher Bypass,69.353,14.418986921978862,0.5252785125531789
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,missing_keys,missing_keys,Canonical Matcher Bypass,72.889,13.719491281263291,0.48140476287978934
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,missing_keys,missing_keys,Canonical Matcher Bypass,78.611,12.72086603655977,0.47905799355473616
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,missing_keys,missing_keys,Canonical Matcher Bypass,67.149,14.892254538414571,0.48416075653409496
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,nested_corruption,missing_keys; split_fields,Canonical Matcher Bypass,71.808,13.92602495543672,0.477500468382844
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,nested_corruption,nested_corruption,Canonical Matcher Bypass,67.656,14.780655078633087,0.5302322658183002
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,nested_corruption,missing_keys; split_fields,Canonical Matcher Bypass,69.282,14.433763459484426,0.524160008764732
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,nested_corruption,nested_corruption,Canonical Matcher Bypass,72.156,13.858861355950996,0.47666123619919476
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,nested_corruption,nested_corruption,Canonical Matcher Bypass,71.945,13.899506567516854,0.4767425408481505
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,nested_corruption,nested_corruption,Canonical Matcher Bypass,73.734,13.562264355656822,0.47606793838965633
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,nested_corruption,nested_corruption,Canonical Matcher Bypass,72.305,13.830302192102899,0.4766041078757912
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,nested_corruption,nested_corruption,Canonical Matcher Bypass,69.805,14.325621373827088,0.4824734453944376
AMD_Radeon_RX_7900_XT_20GB,finnhub,Procedural Algorithmic Engine,nested_corruption,nested_corruption,Canonical Matcher Bypass,69.69,14.349261013057827,0.4825289985466298
