hardware,source_file,run_id,vram_gb,timing_us,throughput_bytes_per_sec,throughput_pps,packet_size,packet_count,chaos_metadata,device,drift_detected,drift_types,drift_type_count,reconciled_ok,reconciliation_winner,fallback_used,repair_rate,recovery_score,resilience_P,resilience_P2,detection_rate,p95_latency_ms,total_runtime_sec,run_number,concurrency,api_name,packet_profile,frequency_profile,chaos_strategy,chaos_level,elapsed_seconds,averages,actual_device,target_hz,_label,policy,policy_tag
NVIDIA_H200_140GB,NVIDIA_H200_140GB/baseline_run_001_finnhub_short_100hz_json_low_NVIDIA_H200_140GB_clean.json,baseline_run_001_finnhub_short_100hz_json_low_NVIDIA_H200_140GB_clean,140,10597,100000000,94.36633009342266,30000,1,"{""strategy"": ""json"", ""level"": ""low"", ""original_len"": 154, ""mutated_len"": 154, ""temperature"": 0.530364389292839, ""drift_type"": null}","{""device"": ""NVIDIA H200 140GB"", ""hardware"": ""NVIDIA_H200_140GB"", ""cloud"": ""local""}",False,"{""missing_keys"": 0, ""extra_keys"": 0, ""renamed_keys"": 0, ""type_mismatch"": 0, ""value_contradiction"": 0, ""split_fields"": 0, ""merged_fields"": 0, ""nested_corruption"": 0}",0,True,canonical,False,0.0,1.0,0.7190148155138246,0.674648485420402,0.0,10.597,0.010597,1,1,finnhub,short,100hz,json,low,0.010597,"{""levenshtein_latency"": 0, ""regex_latency"": 0, ""bert_latency"": 0, ""gemma_latency"": 0, ""gemma_confidence"": 1.0}",NVIDIA_H200_140GB,100,BASELINE,"{""policy_tag"": ""tkde_policy_v1"", ""cross_platform_parity_required"": true, ""baseline_min_runs_per_config"": 5, ""standard_runs_per_config"": 5, ""stable_window_excludes_run_1"": true, ""reproducibility"": {""git_commit"": ""0787e79ecd0accb55387471c294469adaa54bf14"", ""python_version"": ""3.10.12"", ""platform"": ""Linux-5.15.0-177-generic-x86_64-with-glibc2.35"", ""machine"": ""x86_64"", ""processor"": ""x86_64"", ""seed_env"": {""PYTHONHASHSEED"": """", ""SEMANTIC_SEED"": """"}}, ""device"": {""model"": ""NVIDIA H200 140GB"", ""vram_gb"": 140, ""cloud"": ""local""}}",tkde_policy_v1
NVIDIA_H200_140GB,NVIDIA_H200_140GB/baseline_run_001_openf1_short_100hz_json_low_NVIDIA_H200_140GB_clean.json,baseline_run_001_openf1_short_100hz_json_low_NVIDIA_H200_140GB_clean,140,9962,100000000,100.3814495081309,30000,1,"{""strategy"": ""json"", ""level"": ""low"", ""original_len"": 144, ""mutated_len"": 144, ""temperature"": 0.638820510750907, ""drift_type"": null}","{""device"": ""NVIDIA H200 140GB"", ""hardware"": ""NVIDIA_H200_140GB"", ""cloud"": ""local""}",False,"{""missing_keys"": 0, ""extra_keys"": 0, ""renamed_keys"": 0, ""type_mismatch"": 0, ""value_contradiction"": 0, ""split_fields"": 0, ""merged_fields"": 0, ""nested_corruption"": 0}",0,True,canonical,False,0.0,1.0,0.75,0.7000000000000001,0.0,9.962,0.009962,1,1,openf1,short,100hz,json,low,0.009962,"{""levenshtein_latency"": 0, ""regex_latency"": 0, ""bert_latency"": 0, ""gemma_latency"": 0, ""gemma_confidence"": 1.0}",NVIDIA_H200_140GB,100,BASELINE,"{""policy_tag"": ""tkde_policy_v1"", ""cross_platform_parity_required"": true, ""baseline_min_runs_per_config"": 5, ""standard_runs_per_config"": 5, ""stable_window_excludes_run_1"": true, ""reproducibility"": {""git_commit"": ""0787e79ecd0accb55387471c294469adaa54bf14"", ""python_version"": ""3.10.12"", ""platform"": ""Linux-5.15.0-177-generic-x86_64-with-glibc2.35"", ""machine"": ""x86_64"", ""processor"": ""x86_64"", ""seed_env"": {""PYTHONHASHSEED"": """", ""SEMANTIC_SEED"": """"}}, ""device"": {""model"": ""NVIDIA H200 140GB"", ""vram_gb"": 140, ""cloud"": ""local""}}",tkde_policy_v1
NVIDIA_H200_140GB,NVIDIA_H200_140GB/baseline_run_001_openmeteo_short_100hz_json_low_NVIDIA_H200_140GB_clean.json,baseline_run_001_openmeteo_short_100hz_json_low_NVIDIA_H200_140GB_clean,140,10302,100000000,97.06853038245,30000,1,"{""strategy"": ""json"", ""level"": ""low"", ""original_len"": 155, ""mutated_len"": 155, ""temperature"": 0.42826832623072075, ""drift_type"": null}","{""device"": ""NVIDIA H200 140GB"", ""hardware"": ""NVIDIA_H200_140GB"", ""cloud"": ""local""}",False,"{""missing_keys"": 0, ""extra_keys"": 0, ""renamed_keys"": 0, ""type_mismatch"": 0, ""value_contradiction"": 0, ""split_fields"": 0, ""merged_fields"": 0, ""nested_corruption"": 0}",0,True,canonical,False,0.0,0.9999999999999999,0.733876917103475,0.6868083867210251,0.0,10.302,0.010302,1,1,openmeteo,short,100hz,json,low,0.010302,"{""levenshtein_latency"": 0, ""regex_latency"": 0, ""bert_latency"": 0, ""gemma_latency"": 0, ""gemma_confidence"": 1.0}",NVIDIA_H200_140GB,100,BASELINE,"{""policy_tag"": ""tkde_policy_v1"", ""cross_platform_parity_required"": true, ""baseline_min_runs_per_config"": 5, ""standard_runs_per_config"": 5, ""stable_window_excludes_run_1"": true, ""reproducibility"": {""git_commit"": ""0787e79ecd0accb55387471c294469adaa54bf14"", ""python_version"": ""3.10.12"", ""platform"": ""Linux-5.15.0-177-generic-x86_64-with-glibc2.35"", ""machine"": ""x86_64"", ""processor"": ""x86_64"", ""seed_env"": {""PYTHONHASHSEED"": """", ""SEMANTIC_SEED"": """"}}, ""device"": {""model"": ""NVIDIA H200 140GB"", ""vram_gb"": 140, ""cloud"": ""local""}}",tkde_policy_v1
NVIDIA_H200_140GB,NVIDIA_H200_140GB/baseline_run_001_spacex_short_100hz_json_low_NVIDIA_H200_140GB_clean.json,baseline_run_001_spacex_short_100hz_json_low_NVIDIA_H200_140GB_clean,140,10360,100000000,96.52509652509653,30000,1,"{""strategy"": ""json"", ""level"": ""low"", ""original_len"": 169, ""mutated_len"": 169, ""temperature"": 0.5433985252371569, ""drift_type"": null}","{""device"": ""NVIDIA H200 140GB"", ""hardware"": ""NVIDIA_H200_140GB"", ""cloud"": ""local""}",False,"{""missing_keys"": 0, ""extra_keys"": 0, ""renamed_keys"": 0, ""type_mismatch"": 0, ""value_contradiction"": 0, ""split_fields"": 0, ""merged_fields"": 0, ""nested_corruption"": 0}",0,True,canonical,False,0.0,1.0,0.730888030888031,0.6843629343629345,0.0,10.36,0.01036,1,1,spacex,short,100hz,json,low,0.01036,"{""levenshtein_latency"": 0, ""regex_latency"": 0, ""bert_latency"": 0, ""gemma_latency"": 0, ""gemma_confidence"": 1.0}",NVIDIA_H200_140GB,100,BASELINE,"{""policy_tag"": ""tkde_policy_v1"", ""cross_platform_parity_required"": true, ""baseline_min_runs_per_config"": 5, ""standard_runs_per_config"": 5, ""stable_window_excludes_run_1"": true, ""reproducibility"": {""git_commit"": ""0787e79ecd0accb55387471c294469adaa54bf14"", ""python_version"": ""3.10.12"", ""platform"": ""Linux-5.15.0-177-generic-x86_64-with-glibc2.35"", ""machine"": ""x86_64"", ""processor"": ""x86_64"", ""seed_env"": {""PYTHONHASHSEED"": """", ""SEMANTIC_SEED"": """"}}, ""device"": {""model"": ""NVIDIA H200 140GB"", ""vram_gb"": 140, ""cloud"": ""local""}}",tkde_policy_v1
NVIDIA_H200_140GB,NVIDIA_H200_140GB/baseline_run_002_finnhub_short_100hz_json_low_NVIDIA_H200_140GB_clean.json,baseline_run_002_finnhub_short_100hz_json_low_NVIDIA_H200_140GB_clean,140,10411,100000000,96.05225242531937,30000,1,"{""strategy"": ""json"", ""level"": ""low"", ""original_len"": 154, ""mutated_len"": 154, ""temperature"": 0.15189298146765726, ""drift_type"": null}","{""device"": ""NVIDIA H200 140GB"", ""hardware"": ""NVIDIA_H200_140GB"", ""cloud"": ""local""}",False,"{""missing_keys"": 0, ""extra_keys"": 0, ""renamed_keys"": 0, ""type_mismatch"": 0, ""value_contradiction"": 0, ""split_fields"": 0, ""merged_fields"": 0, ""nested_corruption"": 0}",0,True,canonical,False,0.0,1.0,0.7282873883392565,0.6822351359139371,0.0,10.411,0.010411,2,1,finnhub,short,100hz,json,low,0.010411,"{""levenshtein_latency"": 0, ""regex_latency"": 0, ""bert_latency"": 0, ""gemma_latency"": 0, ""gemma_confidence"": 1.0}",NVIDIA_H200_140GB,100,BASELINE,"{""policy_tag"": ""tkde_policy_v1"", ""cross_platform_parity_required"": true, ""baseline_min_runs_per_config"": 5, ""standard_runs_per_config"": 5, ""stable_window_excludes_run_1"": true, ""reproducibility"": {""git_commit"": ""0787e79ecd0accb55387471c294469adaa54bf14"", ""python_version"": ""3.10.12"", ""platform"": ""Linux-5.15.0-177-generic-x86_64-with-glibc2.35"", ""machine"": ""x86_64"", ""processor"": ""x86_64"", ""seed_env"": {""PYTHONHASHSEED"": """", ""SEMANTIC_SEED"": """"}}, ""device"": {""model"": ""NVIDIA H200 140GB"", ""vram_gb"": 140, ""cloud"": ""local""}}",tkde_policy_v1
NVIDIA_H200_140GB,NVIDIA_H200_140GB/baseline_run_002_openf1_short_100hz_json_low_NVIDIA_H200_140GB_clean.json,baseline_run_002_openf1_short_100hz_json_low_NVIDIA_H200_140GB_clean,140,10122,100000000,98.79470460383322,30000,1,"{""strategy"": ""json"", ""level"": ""low"", ""original_len"": 144, ""mutated_len"": 144, ""temperature"": 0.3286752437673526, ""drift_type"": null}","{""device"": ""NVIDIA H200 140GB"", ""hardware"": ""NVIDIA_H200_140GB"", ""cloud"": ""local""}",False,"{""missing_keys"": 0, ""extra_keys"": 0, ""renamed_keys"": 0, ""type_mismatch"": 0, ""value_contradiction"": 0, ""split_fields"": 0, ""merged_fields"": 0, ""nested_corruption"": 0}",0,True,canonical,False,0.0,1.0,0.7433708753210828,0.6945761707172495,0.0,10.122,0.010122,2,1,openf1,short,100hz,json,low,0.010122,"{""levenshtein_latency"": 0, ""regex_latency"": 0, ""bert_latency"": 0, ""gemma_latency"": 0, ""gemma_confidence"": 1.0}",NVIDIA_H200_140GB,100,BASELINE,"{""policy_tag"": ""tkde_policy_v1"", ""cross_platform_parity_required"": true, ""baseline_min_runs_per_config"": 5, ""standard_runs_per_config"": 5, ""stable_window_excludes_run_1"": true, ""reproducibility"": {""git_commit"": ""0787e79ecd0accb55387471c294469adaa54bf14"", ""python_version"": ""3.10.12"", ""platform"": ""Linux-5.15.0-177-generic-x86_64-with-glibc2.35"", ""machine"": ""x86_64"", ""processor"": ""x86_64"", ""seed_env"": {""PYTHONHASHSEED"": """", ""SEMANTIC_SEED"": """"}}, ""device"": {""model"": ""NVIDIA H200 140GB"", ""vram_gb"": 140, ""cloud"": ""local""}}",tkde_policy_v1
NVIDIA_H200_140GB,NVIDIA_H200_140GB/baseline_run_002_openmeteo_short_100hz_json_low_NVIDIA_H200_140GB_clean.json,baseline_run_002_openmeteo_short_100hz_json_low_NVIDIA_H200_140GB_clean,140,10546,100000000,94.82268158543523,30000,1,"{""strategy"": ""json"", ""level"": ""low"", ""original_len"": 155, ""mutated_len"": 155, ""temperature"": 0.4619633900425236, ""drift_type"": null}","{""device"": ""NVIDIA H200 140GB"", ""hardware"": ""NVIDIA_H200_140GB"", ""cloud"": ""local""}",False,"{""missing_keys"": 0, ""extra_keys"": 0, ""renamed_keys"": 0, ""type_mismatch"": 0, ""value_contradiction"": 0, ""split_fields"": 0, ""merged_fields"": 0, ""nested_corruption"": 0}",0,True,canonical,False,0.0,0.9999999999999999,0.7215247487198937,0.6767020671344585,0.0,10.546,0.010546,2,1,openmeteo,short,100hz,json,low,0.010546,"{""levenshtein_latency"": 0, ""regex_latency"": 0, ""bert_latency"": 0, ""gemma_latency"": 0, ""gemma_confidence"": 1.0}",NVIDIA_H200_140GB,100,BASELINE,"{""policy_tag"": ""tkde_policy_v1"", ""cross_platform_parity_required"": true, ""baseline_min_runs_per_config"": 5, ""standard_runs_per_config"": 5, ""stable_window_excludes_run_1"": true, ""reproducibility"": {""git_commit"": ""0787e79ecd0accb55387471c294469adaa54bf14"", ""python_version"": ""3.10.12"", ""platform"": ""Linux-5.15.0-177-generic-x86_64-with-glibc2.35"", ""machine"": ""x86_64"", ""processor"": ""x86_64"", ""seed_env"": {""PYTHONHASHSEED"": """", ""SEMANTIC_SEED"": """"}}, ""device"": {""model"": ""NVIDIA H200 140GB"", ""vram_gb"": 140, ""cloud"": ""local""}}",tkde_policy_v1
NVIDIA_H200_140GB,NVIDIA_H200_140GB/baseline_run_002_spacex_short_100hz_json_low_NVIDIA_H200_140GB_clean.json,baseline_run_002_spacex_short_100hz_json_low_NVIDIA_H200_140GB_clean,140,10451,100000000,95.6846234810066,30000,1,"{""strategy"": ""json"", ""level"": ""low"", ""original_len"": 169, ""mutated_len"": 169, ""temperature"": 0.7450206667151691, ""drift_type"": null}","{""device"": ""NVIDIA H200 140GB"", ""hardware"": ""NVIDIA_H200_140GB"", ""cloud"": ""local""}",False,"{""missing_keys"": 0, ""extra_keys"": 0, ""renamed_keys"": 0, ""type_mismatch"": 0, ""value_contradiction"": 0, ""split_fields"": 0, ""merged_fields"": 0, ""nested_corruption"": 0}",0,True,canonical,False,0.0,1.0,0.7262654291455363,0.6805808056645297,0.0,10.451,0.010451,2,1,spacex,short,100hz,json,low,0.010451,"{""levenshtein_latency"": 0, ""regex_latency"": 0, ""bert_latency"": 0, ""gemma_latency"": 0, ""gemma_confidence"": 1.0}",NVIDIA_H200_140GB,100,BASELINE,"{""policy_tag"": ""tkde_policy_v1"", ""cross_platform_parity_required"": true, ""baseline_min_runs_per_config"": 5, ""standard_runs_per_config"": 5, ""stable_window_excludes_run_1"": true, ""reproducibility"": {""git_commit"": ""0787e79ecd0accb55387471c294469adaa54bf14"", ""python_version"": ""3.10.12"", ""platform"": ""Linux-5.15.0-177-generic-x86_64-with-glibc2.35"", ""machine"": ""x86_64"", ""processor"": ""x86_64"", ""seed_env"": {""PYTHONHASHSEED"": """", ""SEMANTIC_SEED"": """"}}, ""device"": {""model"": ""NVIDIA H200 140GB"", ""vram_gb"": 140, ""cloud"": ""local""}}",tkde_policy_v1
NVIDIA_H200_140GB,NVIDIA_H200_140GB/baseline_run_003_finnhub_short_100hz_json_low_NVIDIA_H200_140GB_clean.json,baseline_run_003_finnhub_short_100hz_json_low_NVIDIA_H200_140GB_clean,140,10462,100000000,95.58401835213152,30000,1,"{""strategy"": ""json"", ""level"": ""low"", ""original_len"": 154, ""mutated_len"": 154, ""temperature"": 0.8276339288063916, ""drift_type"": null}","{""device"": ""NVIDIA H200 140GB"", ""hardware"": ""NVIDIA_H200_140GB"", ""cloud"": ""local""}",False,"{""missing_keys"": 0, ""extra_keys"": 0, ""renamed_keys"": 0, ""type_mismatch"": 0, ""value_contradiction"": 0, ""split_fields"": 0, ""merged_fields"": 0, ""nested_corruption"": 0}",0,True,canonical,False,0.0,1.0,0.7257121009367234,0.6801280825845919,0.0,10.462,0.010462,3,1,finnhub,short,100hz,json,low,0.010462,"{""levenshtein_latency"": 0, ""regex_latency"": 0, ""bert_latency"": 0, ""gemma_latency"": 0, ""gemma_confidence"": 1.0}",NVIDIA_H200_140GB,100,BASELINE,"{""policy_tag"": ""tkde_policy_v1"", ""cross_platform_parity_required"": true, ""baseline_min_runs_per_config"": 5, ""standard_runs_per_config"": 5, ""stable_window_excludes_run_1"": true, ""reproducibility"": {""git_commit"": ""0787e79ecd0accb55387471c294469adaa54bf14"", ""python_version"": ""3.10.12"", ""platform"": ""Linux-5.15.0-177-generic-x86_64-with-glibc2.35"", ""machine"": ""x86_64"", ""processor"": ""x86_64"", ""seed_env"": {""PYTHONHASHSEED"": """", ""SEMANTIC_SEED"": """"}}, ""device"": {""model"": ""NVIDIA H200 140GB"", ""vram_gb"": 140, ""cloud"": ""local""}}",tkde_policy_v1
NVIDIA_H200_140GB,NVIDIA_H200_140GB/baseline_run_003_openf1_short_100hz_json_low_NVIDIA_H200_140GB_clean.json,baseline_run_003_openf1_short_100hz_json_low_NVIDIA_H200_140GB_clean,140,9844,100000000,101.58472165786266,30000,1,"{""strategy"": ""json"", ""level"": ""low"", ""original_len"": 144, ""mutated_len"": 144, ""temperature"": 0.44881310801870045, ""drift_type"": null}","{""device"": ""NVIDIA H200 140GB"", ""hardware"": ""NVIDIA_H200_140GB"", ""cloud"": ""local""}",False,"{""missing_keys"": 0, ""extra_keys"": 0, ""renamed_keys"": 0, ""type_mismatch"": 0, ""value_contradiction"": 0, ""split_fields"": 0, ""merged_fields"": 0, ""nested_corruption"": 0}",0,True,canonical,False,0.0,1.0,0.75,0.7000000000000001,0.0,9.844,0.009844,3,1,openf1,short,100hz,json,low,0.009844,"{""levenshtein_latency"": 0, ""regex_latency"": 0, ""bert_latency"": 0, ""gemma_latency"": 0, ""gemma_confidence"": 1.0}",NVIDIA_H200_140GB,100,BASELINE,"{""policy_tag"": ""tkde_policy_v1"", ""cross_platform_parity_required"": true, ""baseline_min_runs_per_config"": 5, ""standard_runs_per_config"": 5, ""stable_window_excludes_run_1"": true, ""reproducibility"": {""git_commit"": ""0787e79ecd0accb55387471c294469adaa54bf14"", ""python_version"": ""3.10.12"", ""platform"": ""Linux-5.15.0-177-generic-x86_64-with-glibc2.35"", ""machine"": ""x86_64"", ""processor"": ""x86_64"", ""seed_env"": {""PYTHONHASHSEED"": """", ""SEMANTIC_SEED"": """"}}, ""device"": {""model"": ""NVIDIA H200 140GB"", ""vram_gb"": 140, ""cloud"": ""local""}}",tkde_policy_v1
