hardware,source_file,run_id,vram_gb,timing_us,throughput_bytes_per_sec,throughput_pps,packet_size,packet_count,chaos_metadata,device,drift_detected,drift_types,drift_type_count,reconciled_ok,reconciliation_winner,fallback_used,repair_rate,recovery_score,resilience_P,resilience_P2,detection_rate,p95_latency_ms,total_runtime_sec,run_number,concurrency,api_name,packet_profile,frequency_profile,chaos_strategy,chaos_level,elapsed_seconds,averages,actual_device,target_hz,_label,policy,policy_tag
NVIDIA_GeForce_RTX_5090,NVIDIA_GeForce_RTX_5090/baseline_run_001_finnhub_short_100hz_json_low_NVIDIA_GeForce_RTX_5090_clean.json,baseline_run_001_finnhub_short_100hz_json_low_NVIDIA_GeForce_RTX_5090_clean,,11097,100000000,90.1144453455889,30000,1,"{""strategy"": ""json"", ""level"": ""low"", ""original_len"": 154, ""mutated_len"": 154, ""temperature"": 0.275485284541515, ""drift_type"": null}","{""device"": ""CUDA"", ""hardware"": ""NVIDIA_GeForce_RTX_5090"", ""cloud"": ""vast.ai""}",False,"{""missing_keys"": 0, ""extra_keys"": 0, ""renamed_keys"": 0, ""type_mismatch"": 0, ""value_contradiction"": 0, ""split_fields"": 0, ""merged_fields"": 0, ""nested_corruption"": 0}",0,True,canonical,False,0.0,1.0,0.6956294494007389,0.65551500405515,0.0,11.097,0.011097,1,1,finnhub,short,100hz,json,low,0.011097,"{""levenshtein_latency"": 0, ""regex_latency"": 0, ""bert_latency"": 0, ""gemma_latency"": 0, ""gemma_confidence"": 1.0}",NVIDIA_GeForce_RTX_5090,100,BASELINE,"{""policy_tag"": ""tkde_policy_v1"", ""cross_platform_parity_required"": true, ""baseline_min_runs_per_config"": 5, ""standard_runs_per_config"": 5, ""stable_window_excludes_run_1"": true, ""reproducibility"": {""git_commit"": ""efcdee1ae68f6269ea6f1fc53dea5d45f9f51f49"", ""python_version"": ""3.12.13"", ""platform"": ""Linux-6.8.0-83-generic-x86_64-with-glibc2.39"", ""machine"": ""x86_64"", ""processor"": ""x86_64"", ""seed_env"": {""PYTHONHASHSEED"": """", ""SEMANTIC_SEED"": """"}}, ""device"": {""device"": ""cuda"", ""model"": ""NVIDIA GeForce RTX 5090"", ""cloud"": ""vast.ai""}}",tkde_policy_v1
NVIDIA_GeForce_RTX_5090,NVIDIA_GeForce_RTX_5090/baseline_run_001_openf1_short_100hz_json_low_NVIDIA_GeForce_RTX_5090_clean.json,baseline_run_001_openf1_short_100hz_json_low_NVIDIA_GeForce_RTX_5090_clean,,8072,100000000,123.88503468780972,30000,1,"{""strategy"": ""json"", ""level"": ""low"", ""original_len"": 144, ""mutated_len"": 144, ""temperature"": 0.4696359865356904, ""drift_type"": null}","{""device"": ""CUDA"", ""hardware"": ""NVIDIA_GeForce_RTX_5090"", ""cloud"": ""vast.ai""}",False,"{""missing_keys"": 0, ""extra_keys"": 0, ""renamed_keys"": 0, ""type_mismatch"": 0, ""value_contradiction"": 0, ""split_fields"": 0, ""merged_fields"": 0, ""nested_corruption"": 0}",0,True,canonical,False,0.0,1.0,0.75,0.7000000000000001,0.0,8.072,0.008072,1,1,openf1,short,100hz,json,low,0.008072,"{""levenshtein_latency"": 0, ""regex_latency"": 0, ""bert_latency"": 0, ""gemma_latency"": 0, ""gemma_confidence"": 1.0}",NVIDIA_GeForce_RTX_5090,100,BASELINE,"{""policy_tag"": ""tkde_policy_v1"", ""cross_platform_parity_required"": true, ""baseline_min_runs_per_config"": 5, ""standard_runs_per_config"": 5, ""stable_window_excludes_run_1"": true, ""reproducibility"": {""git_commit"": ""efcdee1ae68f6269ea6f1fc53dea5d45f9f51f49"", ""python_version"": ""3.12.13"", ""platform"": ""Linux-6.8.0-83-generic-x86_64-with-glibc2.39"", ""machine"": ""x86_64"", ""processor"": ""x86_64"", ""seed_env"": {""PYTHONHASHSEED"": """", ""SEMANTIC_SEED"": """"}}, ""device"": {""device"": ""cuda"", ""model"": ""NVIDIA GeForce RTX 5090"", ""cloud"": ""vast.ai""}}",tkde_policy_v1
NVIDIA_GeForce_RTX_5090,NVIDIA_GeForce_RTX_5090/baseline_run_001_openmeteo_short_100hz_json_low_NVIDIA_GeForce_RTX_5090_clean.json,baseline_run_001_openmeteo_short_100hz_json_low_NVIDIA_GeForce_RTX_5090_clean,,10808,100000000,92.5240562546262,30000,1,"{""strategy"": ""json"", ""level"": ""low"", ""original_len"": 156, ""mutated_len"": 156, ""temperature"": 0.4448902652972857, ""drift_type"": null}","{""device"": ""CUDA"", ""hardware"": ""NVIDIA_GeForce_RTX_5090"", ""cloud"": ""vast.ai""}",False,"{""missing_keys"": 0, ""extra_keys"": 0, ""renamed_keys"": 0, ""type_mismatch"": 0, ""value_contradiction"": 0, ""split_fields"": 0, ""merged_fields"": 0, ""nested_corruption"": 0}",0,True,canonical,False,0.0,1.0,0.7088823094004442,0.6663582531458179,0.0,10.808,0.010808,1,1,openmeteo,short,100hz,json,low,0.010808,"{""levenshtein_latency"": 0, ""regex_latency"": 0, ""bert_latency"": 0, ""gemma_latency"": 0, ""gemma_confidence"": 1.0}",NVIDIA_GeForce_RTX_5090,100,BASELINE,"{""policy_tag"": ""tkde_policy_v1"", ""cross_platform_parity_required"": true, ""baseline_min_runs_per_config"": 5, ""standard_runs_per_config"": 5, ""stable_window_excludes_run_1"": true, ""reproducibility"": {""git_commit"": ""efcdee1ae68f6269ea6f1fc53dea5d45f9f51f49"", ""python_version"": ""3.12.13"", ""platform"": ""Linux-6.8.0-83-generic-x86_64-with-glibc2.39"", ""machine"": ""x86_64"", ""processor"": ""x86_64"", ""seed_env"": {""PYTHONHASHSEED"": """", ""SEMANTIC_SEED"": """"}}, ""device"": {""device"": ""cuda"", ""model"": ""NVIDIA GeForce RTX 5090"", ""cloud"": ""vast.ai""}}",tkde_policy_v1
NVIDIA_GeForce_RTX_5090,NVIDIA_GeForce_RTX_5090/baseline_run_001_spacex_short_100hz_json_low_NVIDIA_GeForce_RTX_5090_clean.json,baseline_run_001_spacex_short_100hz_json_low_NVIDIA_GeForce_RTX_5090_clean,,11085,100000000,90.21199819576005,30000,1,"{""strategy"": ""json"", ""level"": ""low"", ""original_len"": 169, ""mutated_len"": 169, ""temperature"": 0.8396933417668038, ""drift_type"": null}","{""device"": ""CUDA"", ""hardware"": ""NVIDIA_GeForce_RTX_5090"", ""cloud"": ""vast.ai""}",False,"{""missing_keys"": 0, ""extra_keys"": 0, ""renamed_keys"": 0, ""type_mismatch"": 0, ""value_contradiction"": 0, ""split_fields"": 0, ""merged_fields"": 0, ""nested_corruption"": 0}",0,True,canonical,False,0.0,1.0,0.6961659900766802,0.6559539918809201,0.0,11.085,0.011085,1,1,spacex,short,100hz,json,low,0.011085,"{""levenshtein_latency"": 0, ""regex_latency"": 0, ""bert_latency"": 0, ""gemma_latency"": 0, ""gemma_confidence"": 1.0}",NVIDIA_GeForce_RTX_5090,100,BASELINE,"{""policy_tag"": ""tkde_policy_v1"", ""cross_platform_parity_required"": true, ""baseline_min_runs_per_config"": 5, ""standard_runs_per_config"": 5, ""stable_window_excludes_run_1"": true, ""reproducibility"": {""git_commit"": ""efcdee1ae68f6269ea6f1fc53dea5d45f9f51f49"", ""python_version"": ""3.12.13"", ""platform"": ""Linux-6.8.0-83-generic-x86_64-with-glibc2.39"", ""machine"": ""x86_64"", ""processor"": ""x86_64"", ""seed_env"": {""PYTHONHASHSEED"": """", ""SEMANTIC_SEED"": """"}}, ""device"": {""device"": ""cuda"", ""model"": ""NVIDIA GeForce RTX 5090"", ""cloud"": ""vast.ai""}}",tkde_policy_v1
NVIDIA_GeForce_RTX_5090,NVIDIA_GeForce_RTX_5090/baseline_run_002_finnhub_short_100hz_json_low_NVIDIA_GeForce_RTX_5090_clean.json,baseline_run_002_finnhub_short_100hz_json_low_NVIDIA_GeForce_RTX_5090_clean,,8335,100000000,119.97600479904018,30000,1,"{""strategy"": ""json"", ""level"": ""low"", ""original_len"": 154, ""mutated_len"": 154, ""temperature"": 0.42182885717251795, ""drift_type"": null}","{""device"": ""CUDA"", ""hardware"": ""NVIDIA_GeForce_RTX_5090"", ""cloud"": ""vast.ai""}",False,"{""missing_keys"": 0, ""extra_keys"": 0, ""renamed_keys"": 0, ""type_mismatch"": 0, ""value_contradiction"": 0, ""split_fields"": 0, ""merged_fields"": 0, ""nested_corruption"": 0}",0,True,canonical,False,0.0,1.0,0.75,0.7000000000000001,0.0,8.335,0.008335,2,1,finnhub,short,100hz,json,low,0.008335,"{""levenshtein_latency"": 0, ""regex_latency"": 0, ""bert_latency"": 0, ""gemma_latency"": 0, ""gemma_confidence"": 1.0}",NVIDIA_GeForce_RTX_5090,100,BASELINE,"{""policy_tag"": ""tkde_policy_v1"", ""cross_platform_parity_required"": true, ""baseline_min_runs_per_config"": 5, ""standard_runs_per_config"": 5, ""stable_window_excludes_run_1"": true, ""reproducibility"": {""git_commit"": ""efcdee1ae68f6269ea6f1fc53dea5d45f9f51f49"", ""python_version"": ""3.12.13"", ""platform"": ""Linux-6.8.0-83-generic-x86_64-with-glibc2.39"", ""machine"": ""x86_64"", ""processor"": ""x86_64"", ""seed_env"": {""PYTHONHASHSEED"": """", ""SEMANTIC_SEED"": """"}}, ""device"": {""device"": ""cuda"", ""model"": ""NVIDIA GeForce RTX 5090"", ""cloud"": ""vast.ai""}}",tkde_policy_v1
NVIDIA_GeForce_RTX_5090,NVIDIA_GeForce_RTX_5090/baseline_run_002_openf1_short_100hz_json_low_NVIDIA_GeForce_RTX_5090_clean.json,baseline_run_002_openf1_short_100hz_json_low_NVIDIA_GeForce_RTX_5090_clean,,18945,100000000,52.78437582475587,30000,1,"{""strategy"": ""json"", ""level"": ""low"", ""original_len"": 144, ""mutated_len"": 144, ""temperature"": 0.30173449344578207, ""drift_type"": null}","{""device"": ""CUDA"", ""hardware"": ""NVIDIA_GeForce_RTX_5090"", ""cloud"": ""vast.ai""}",False,"{""missing_keys"": 0, ""extra_keys"": 0, ""renamed_keys"": 0, ""type_mismatch"": 0, ""value_contradiction"": 0, ""split_fields"": 0, ""merged_fields"": 0, ""nested_corruption"": 0}",0,True,canonical,False,0.0,1.0,0.4903140670361573,0.48752969121140144,0.0,18.945,0.018945,2,1,openf1,short,100hz,json,low,0.018945,"{""levenshtein_latency"": 0, ""regex_latency"": 0, ""bert_latency"": 0, ""gemma_latency"": 0, ""gemma_confidence"": 1.0}",NVIDIA_GeForce_RTX_5090,100,BASELINE,"{""policy_tag"": ""tkde_policy_v1"", ""cross_platform_parity_required"": true, ""baseline_min_runs_per_config"": 5, ""standard_runs_per_config"": 5, ""stable_window_excludes_run_1"": true, ""reproducibility"": {""git_commit"": ""efcdee1ae68f6269ea6f1fc53dea5d45f9f51f49"", ""python_version"": ""3.12.13"", ""platform"": ""Linux-6.8.0-83-generic-x86_64-with-glibc2.39"", ""machine"": ""x86_64"", ""processor"": ""x86_64"", ""seed_env"": {""PYTHONHASHSEED"": """", ""SEMANTIC_SEED"": """"}}, ""device"": {""device"": ""cuda"", ""model"": ""NVIDIA GeForce RTX 5090"", ""cloud"": ""vast.ai""}}",tkde_policy_v1
NVIDIA_GeForce_RTX_5090,NVIDIA_GeForce_RTX_5090/baseline_run_002_openmeteo_short_100hz_json_low_NVIDIA_GeForce_RTX_5090_clean.json,baseline_run_002_openmeteo_short_100hz_json_low_NVIDIA_GeForce_RTX_5090_clean,,18872,100000000,52.988554472234,30000,1,"{""strategy"": ""json"", ""level"": ""low"", ""original_len"": 156, ""mutated_len"": 156, ""temperature"": 0.24484672139353805, ""drift_type"": null}","{""device"": ""CUDA"", ""hardware"": ""NVIDIA_GeForce_RTX_5090"", ""cloud"": ""vast.ai""}",False,"{""missing_keys"": 0, ""extra_keys"": 0, ""renamed_keys"": 0, ""type_mismatch"": 0, ""value_contradiction"": 0, ""split_fields"": 0, ""merged_fields"": 0, ""nested_corruption"": 0}",0,True,canonical,False,0.0,1.0,0.49143704959728696,0.48844849512505295,0.0,18.872,0.018872,2,1,openmeteo,short,100hz,json,low,0.018872,"{""levenshtein_latency"": 0, ""regex_latency"": 0, ""bert_latency"": 0, ""gemma_latency"": 0, ""gemma_confidence"": 1.0}",NVIDIA_GeForce_RTX_5090,100,BASELINE,"{""policy_tag"": ""tkde_policy_v1"", ""cross_platform_parity_required"": true, ""baseline_min_runs_per_config"": 5, ""standard_runs_per_config"": 5, ""stable_window_excludes_run_1"": true, ""reproducibility"": {""git_commit"": ""efcdee1ae68f6269ea6f1fc53dea5d45f9f51f49"", ""python_version"": ""3.12.13"", ""platform"": ""Linux-6.8.0-83-generic-x86_64-with-glibc2.39"", ""machine"": ""x86_64"", ""processor"": ""x86_64"", ""seed_env"": {""PYTHONHASHSEED"": """", ""SEMANTIC_SEED"": """"}}, ""device"": {""device"": ""cuda"", ""model"": ""NVIDIA GeForce RTX 5090"", ""cloud"": ""vast.ai""}}",tkde_policy_v1
NVIDIA_GeForce_RTX_5090,NVIDIA_GeForce_RTX_5090/baseline_run_002_spacex_short_100hz_json_low_NVIDIA_GeForce_RTX_5090_clean.json,baseline_run_002_spacex_short_100hz_json_low_NVIDIA_GeForce_RTX_5090_clean,,8303,100000000,120.43839576056847,30000,1,"{""strategy"": ""json"", ""level"": ""low"", ""original_len"": 169, ""mutated_len"": 169, ""temperature"": 0.6009699254462175, ""drift_type"": null}","{""device"": ""CUDA"", ""hardware"": ""NVIDIA_GeForce_RTX_5090"", ""cloud"": ""vast.ai""}",False,"{""missing_keys"": 0, ""extra_keys"": 0, ""renamed_keys"": 0, ""type_mismatch"": 0, ""value_contradiction"": 0, ""split_fields"": 0, ""merged_fields"": 0, ""nested_corruption"": 0}",0,True,canonical,False,0.0,1.0,0.75,0.7000000000000001,0.0,8.303,0.008303,2,1,spacex,short,100hz,json,low,0.008303,"{""levenshtein_latency"": 0, ""regex_latency"": 0, ""bert_latency"": 0, ""gemma_latency"": 0, ""gemma_confidence"": 1.0}",NVIDIA_GeForce_RTX_5090,100,BASELINE,"{""policy_tag"": ""tkde_policy_v1"", ""cross_platform_parity_required"": true, ""baseline_min_runs_per_config"": 5, ""standard_runs_per_config"": 5, ""stable_window_excludes_run_1"": true, ""reproducibility"": {""git_commit"": ""efcdee1ae68f6269ea6f1fc53dea5d45f9f51f49"", ""python_version"": ""3.12.13"", ""platform"": ""Linux-6.8.0-83-generic-x86_64-with-glibc2.39"", ""machine"": ""x86_64"", ""processor"": ""x86_64"", ""seed_env"": {""PYTHONHASHSEED"": """", ""SEMANTIC_SEED"": """"}}, ""device"": {""device"": ""cuda"", ""model"": ""NVIDIA GeForce RTX 5090"", ""cloud"": ""vast.ai""}}",tkde_policy_v1
NVIDIA_GeForce_RTX_5090,NVIDIA_GeForce_RTX_5090/baseline_run_003_finnhub_short_100hz_json_low_NVIDIA_GeForce_RTX_5090_clean.json,baseline_run_003_finnhub_short_100hz_json_low_NVIDIA_GeForce_RTX_5090_clean,,8237,100000000,121.40342357654487,30000,1,"{""strategy"": ""json"", ""level"": ""low"", ""original_len"": 154, ""mutated_len"": 154, ""temperature"": 0.19305546008616573, ""drift_type"": null}","{""device"": ""CUDA"", ""hardware"": ""NVIDIA_GeForce_RTX_5090"", ""cloud"": ""vast.ai""}",False,"{""missing_keys"": 0, ""extra_keys"": 0, ""renamed_keys"": 0, ""type_mismatch"": 0, ""value_contradiction"": 0, ""split_fields"": 0, ""merged_fields"": 0, ""nested_corruption"": 0}",0,True,canonical,False,0.0,1.0,0.75,0.7000000000000001,0.0,8.237,0.008237,3,1,finnhub,short,100hz,json,low,0.008237,"{""levenshtein_latency"": 0, ""regex_latency"": 0, ""bert_latency"": 0, ""gemma_latency"": 0, ""gemma_confidence"": 1.0}",NVIDIA_GeForce_RTX_5090,100,BASELINE,"{""policy_tag"": ""tkde_policy_v1"", ""cross_platform_parity_required"": true, ""baseline_min_runs_per_config"": 5, ""standard_runs_per_config"": 5, ""stable_window_excludes_run_1"": true, ""reproducibility"": {""git_commit"": ""efcdee1ae68f6269ea6f1fc53dea5d45f9f51f49"", ""python_version"": ""3.12.13"", ""platform"": ""Linux-6.8.0-83-generic-x86_64-with-glibc2.39"", ""machine"": ""x86_64"", ""processor"": ""x86_64"", ""seed_env"": {""PYTHONHASHSEED"": """", ""SEMANTIC_SEED"": """"}}, ""device"": {""device"": ""cuda"", ""model"": ""NVIDIA GeForce RTX 5090"", ""cloud"": ""vast.ai""}}",tkde_policy_v1
NVIDIA_GeForce_RTX_5090,NVIDIA_GeForce_RTX_5090/baseline_run_003_openf1_short_100hz_json_low_NVIDIA_GeForce_RTX_5090_clean.json,baseline_run_003_openf1_short_100hz_json_low_NVIDIA_GeForce_RTX_5090_clean,,15265,100000000,65.50933508024893,30000,1,"{""strategy"": ""json"", ""level"": ""low"", ""original_len"": 144, ""mutated_len"": 144, ""temperature"": 0.4467105448681826, ""drift_type"": null}","{""device"": ""CUDA"", ""hardware"": ""NVIDIA_GeForce_RTX_5090"", ""cloud"": ""vast.ai""}",False,"{""missing_keys"": 0, ""extra_keys"": 0, ""renamed_keys"": 0, ""type_mismatch"": 0, ""value_contradiction"": 0, ""split_fields"": 0, ""merged_fields"": 0, ""nested_corruption"": 0}",0,True,canonical,False,0.0,1.0,0.5603013429413691,0.5447920078611201,0.0,15.265,0.015265,3,1,openf1,short,100hz,json,low,0.015265,"{""levenshtein_latency"": 0, ""regex_latency"": 0, ""bert_latency"": 0, ""gemma_latency"": 0, ""gemma_confidence"": 1.0}",NVIDIA_GeForce_RTX_5090,100,BASELINE,"{""policy_tag"": ""tkde_policy_v1"", ""cross_platform_parity_required"": true, ""baseline_min_runs_per_config"": 5, ""standard_runs_per_config"": 5, ""stable_window_excludes_run_1"": true, ""reproducibility"": {""git_commit"": ""efcdee1ae68f6269ea6f1fc53dea5d45f9f51f49"", ""python_version"": ""3.12.13"", ""platform"": ""Linux-6.8.0-83-generic-x86_64-with-glibc2.39"", ""machine"": ""x86_64"", ""processor"": ""x86_64"", ""seed_env"": {""PYTHONHASHSEED"": """", ""SEMANTIC_SEED"": """"}}, ""device"": {""device"": ""cuda"", ""model"": ""NVIDIA GeForce RTX 5090"", ""cloud"": ""vast.ai""}}",tkde_policy_v1
