method,avg_latency_ms,min_latency_ms,max_latency_ms
regex,0.1655965515965363,0.010700001439545304,0.4831000005651731
levenshtein,0.015091379564496335,0.0034000004234258085,0.3209999995306134
bert,75.19188448256092,0.03809999907389283,4119.104700002936
gemma,5887.495958620877,0.0006999980541877449,17379.997200001526
