reconciler,avg_latency_ms,min_latency_ms,max_latency_ms,p95_latency_ms,throughput_pps,accuracy,resilience_P,resilience_P2
bert,0.04292953380499966,0.0,3.29848652744531,0.05370766093774801,359969.9375576895,0.96887,0.9937739999999999,0.9922175
gemma,0.05253646718749907,0.0,2.551652585018561,0.26679364539522654,29912.99602913459,0.9772925,0.9954585,0.994323125
levenshtein,0.36314509630018393,0.08865799986779166,234.187841999983,0.3665750000436674,2753.97673546268,0.9740949999999999,0.9948189999999999,0.99352375
regex,0.007082413180006597,0.0024089999897114467,0.5023640001127205,0.007365250041857507,141259.2403438026,0.9772925,0.9954585,0.994323125
