_label,actual_device,api_name,averages_bert_latency,averages_gemma_confidence,averages_gemma_latency,averages_levenshtein_latency,averages_regex_latency,chaos_level,chaos_metadata_drift_type,chaos_metadata_level,chaos_metadata_mutated_len,chaos_metadata_original_len,chaos_metadata_strategy,chaos_metadata_temperature,chaos_strategy,concurrency,detection_rate,device_cloud,device_device,device_hardware,drift_detected,drift_type_count,drift_types_extra_keys,drift_types_merged_fields,drift_types_missing_keys,drift_types_nested_corruption,drift_types_renamed_keys,drift_types_split_fields,drift_types_type_mismatch,drift_types_value_contradiction,elapsed_seconds,fallback_used,frequency_profile,p95_latency_ms,packet_count,packet_profile,packet_size,reconciled_ok,reconciliation_winner,recovery_score,repair_rate,resilience_P,resilience_P2,run_number,throughput_bytes_per_sec,throughput_pps,timing_us,total_runtime_sec
NO_BERT,AMD_Radeon_RX_7900_XT,finnhub,0,1.0,0,0,0,high,renamed_keys,high,156,154,json,0.6876848076044675,json,1,1.0,local,ROCM,AMD_Radeon_RX_7900_XT,True,1,0,0,0,0,1,0,0,0,0.036952,False,100hz,36.952,1,short,30000,True,canonical,0.5,1.0,0.49884174063650144,0.5467796059753193,1,100000000,27.062134661182075,36952,0.036952
NO_BERT,AMD_Radeon_RX_7900_XT,finnhub,0,1.0,0,0,0,high,nested_corruption,high,163,154,json,0.5328019189516849,json,1,1.0,local,ROCM,AMD_Radeon_RX_7900_XT,True,1,0,0,0,1,0,0,0,0,0.021619,False,100hz,21.619,1,short,30000,True,canonical,0.5,1.0,0.6044058467089135,0.6331502382163837,2,100000000,46.255608492529724,21619,0.021619
NO_BERT,AMD_Radeon_RX_7900_XT,finnhub,0,1.0,0,0,0,high,missing_keys,high,138,154,json,0.4892561766817114,json,1,1.0,local,ROCM,AMD_Radeon_RX_7900_XT,True,1,0,0,1,0,0,0,0,0,0.018903,False,100hz,18.903,1,short,30000,True,canonical,0.5,1.0,0.6409591070200498,0.6630574511982226,3,100000000,52.90165582182723,18903,0.018903
NO_BERT,AMD_Radeon_RX_7900_XT,finnhub,0,1.0,0,0,0,high,type_mismatch,high,151,154,json,0.884950500644058,json,1,1.0,local,ROCM,AMD_Radeon_RX_7900_XT,True,1,0,0,0,0,0,0,1,0,0.021045,False,100hz,21.045,1,short,30000,True,canonical,0.5,1.0,0.6113447374673319,0.6388275124732714,4,100000000,47.51722499406034,21045,0.021045
NO_BERT,AMD_Radeon_RX_7900_XT,openmeteo,0,1.0,0,0,0,high,missing_keys,high,43,155,json,0.6127667734269532,json,1,1.0,local,ROCM,AMD_Radeon_RX_7900_XT,True,1,0,0,1,0,0,0,0,0,0.019498,False,100hz,19.498,1,short,30000,True,canonical,0.5,1.0,0.6320802133552159,0.6557929018360856,1,100000000,51.287311519130164,19498,0.019498
NO_BERT,AMD_Radeon_RX_7900_XT,openmeteo,0,1.0,0,0,0,high,merged_fields,high,151,155,json,0.4785892041248345,json,1,1.0,local,ROCM,AMD_Radeon_RX_7900_XT,True,1,0,1,0,0,0,0,0,0,0.019301,False,100hz,19.301,1,short,30000,True,canonical,0.5,1.0,0.6349593285322004,0.6581485415263458,2,100000000,51.81078700585462,19301,0.019301
NO_BERT,AMD_Radeon_RX_7900_XT,openmeteo,0,1.0,0,0,0,high,renamed_keys,high,159,155,json,0.7730822034516046,json,1,1.0,local,ROCM,AMD_Radeon_RX_7900_XT,True,2,1,0,1,0,0,0,0,0,0.01975,False,100hz,19.75,1,short,30000,True,canonical,0.5,1.0,0.6284810126582279,0.6528481012658227,3,100000000,50.63291139240506,19750,0.01975
NO_BERT,AMD_Radeon_RX_7900_XT,openmeteo,0,1.0,0,0,0,high,missing_keys,high,140,155,json,0.3468175466967588,json,1,1.0,local,ROCM,AMD_Radeon_RX_7900_XT,True,1,0,0,1,0,0,0,0,0,0.019539,False,100hz,19.539,1,short,30000,True,canonical,0.5,1.0,0.6314883054404012,0.6553086135421465,4,100000000,51.179691898254774,19539,0.019539
NO_BERT,AMD_Radeon_RX_7900_XT,spacex,0,1.0,0,0,0,high,renamed_keys,high,171,169,json,0.5217759168965628,json,1,1.0,local,ROCM,AMD_Radeon_RX_7900_XT,True,1,0,0,0,0,1,0,0,0,0.018687,False,100hz,18.687,1,short,30000,True,canonical,0.5,1.0,0.644322256113876,0.6658091186386257,1,100000000,53.513137475250176,18687,0.018687
NO_BERT,AMD_Radeon_RX_7900_XT,spacex,0,1.0,0,0,0,high,merged_fields,high,163,169,json,0.8822665532146121,json,1,1.0,local,ROCM,AMD_Radeon_RX_7900_XT,True,1,0,1,0,0,0,0,0,0,0.019512,False,100hz,19.512,1,short,30000,True,canonical,0.5,1.0,0.6318778187781877,0.6556273062730626,2,100000000,51.250512505125045,19512,0.019512
