drift_type,bert,gemma,levenshtein,regex
extra_keys,0.0,1.0,0.0,1.0
merged_fields,0.36616362192216045,0.6338363780778395,0.0,0.6338363780778395
missing_keys,0.0,0.3319722335647203,0.32094732543895466,0.3319722335647203
nested_corruption,0.314633189486073,0.3566104354648882,0.3287563750490388,0.3566104354648882
renamed_keys,0.16284779050736498,0.31546644844517185,0.3453355155482815,0.31546644844517185
split_fields,0.0,0.7456913060130218,0.2543086939869782,0.7456913060130218
type_mismatch,0.32247557003257327,0.34120521172638435,0.33631921824104233,0.34120521172638435
value_contradiction,0.0,0.6562248995983936,0.3437751004016064,0.6562248995983936
