reconciler,avg_latency_ms,min_latency_ms,max_latency_ms,p95_latency_ms,throughput_pps,accuracy,resilience_P,resilience_P2
bert,0.0009225728701858317,0.0,0.05980430082946825,0.001242625993670346,3436256.1863673455,0.9570775,0.9914155,0.989269375
gemma,0.017336841872602236,0.0,0.37043059944036594,0.08927113626639782,58154.23310749074,0.9774775,0.9954955000000001,0.994369375
levenshtein,0.0012264248977589885,0.0011199736036360264,0.09649799903854728,0.0012925156624987721,815419.5685055958,0.012035,0.802407,0.75300875
regex,0.011589698702155147,0.0036599813029170036,7.862908998504281,0.012329997844062746,86333.03209996954,0.9774775,0.9954955000000001,0.994369375
