drift_type,bert,gemma,levenshtein,regex
extra_keys,0.342,1.0,1.0,1.0
merged_fields,0.3790876059749697,0.6209123940250303,0.6209123940250303,0.6209123940250303
missing_keys,0.0,0.3318672530987605,0.0,0.3318672530987605
nested_corruption,1.0,0.33986655546288574,0.33986655546288574,0.33986655546288574
renamed_keys,0.31470702367093517,0.3298409002716337,0.15560729530461778,0.3298409002716337
split_fields,0.4369885433715221,0.7274959083469722,0.7274959083469722,0.7274959083469722
type_mismatch,0.33225936367297626,0.31735803463552154,0.31735803463552154,0.31735803463552154
value_contradiction,0.2090032154340836,0.677652733118971,0.677652733118971,0.677652733118971
