phase,api,chaos_method,reconciler,iteration,seed,accuracy,hosseini_resilience,avg_latency_ms,min_latency_ms,max_latency_ms,throughput_pps,total_time_ms,packets_processed,packets_clean,packets_drifted,fast_path_latency_ms,gpu_latency_ms,batch_size,drift_event_count
quantum,openf1,qwen,quantum_routed,1,3260074454,0.46296022542857984,0.4629602254285799,0.01511968362080287,0.0,0.2850829914677888,5.532478237464023,451877.05991699477,2500,2342,158,12.413833988830447,451842.89529098896,8,1580
quantum,openf1,json_manip,quantum_routed,1,1925043681,0.44006134969325156,0.44006134969325156,0.009827723618071138,0.0,0.04241598071530461,77.39936223392512,32300.007749989163,2500,2337,163,12.812291999580339,32271.995832998073,8,1630
quantum,openf1,schema_alter,quantum_routed,1,871865710,0.5342592592592593,0.5342592592592593,0.013426656854183724,0.0,0.10374997509643435,91.88316508442261,27208.466291980585,2500,2392,108,12.719207996269688,27182.67375000869,8,1080
quantum,finnhub,qwen,quantum_routed,1,1301935308,0.3965384615384615,0.3965384615384615,0.003250606152085731,0.0,0.01850002445280552,74.48187465880551,33565.21316699218,2500,2370,130,6.614334008190781,33549.128208018374,8,520
quantum,finnhub,json_manip,quantum_routed,1,3091342568,0.44457831325301206,0.44457831325301206,0.0033112232649070493,0.0,0.02129198401235044,70.28182448124339,35571.074292005505,2500,2334,166,6.730332999723032,35555.833124992205,8,664
quantum,finnhub,schema_alter,quantum_routed,1,1753426110,0.36127450980392156,0.36127450980392156,0.005260978736366858,0.0,0.05425000563263893,42.69449412603001,58555.55970800924,2500,2398,102,6.8243749847169966,58539.81008398114,8,408
quantum,spacex,qwen,quantum_routed,1,1869236560,0.4001568585510192,0.4001568585510191,0.004670919211458986,0.0,0.04770801751874387,51.99180721696995,48084.498958982294,2500,2363,137,7.553667004685849,48067.75987500441,8,548
quantum,spacex,json_manip,quantum_routed,1,1880403096,0.43722826086956523,0.43722826086956523,0.0041168215988284865,0.0,0.03512500552460551,55.47814838564735,45062.78729098267,2500,2316,184,7.110500009730458,45046.70945898397,8,736
quantum,spacex,schema_alter,quantum_routed,1,2306848957,0.3104166666666667,0.3104166666666667,0.005163833621837612,0.0,0.04491698928177357,141.79613136230859,17630.946457997197,2500,2428,72,7.230874995002523,17614.463624981,8,288
quantum,openweather,qwen,quantum_routed,1,2826526034,0.40233644859813084,0.40233644859813084,0.00423516819218748,0.0,0.02470900653861463,113.14052314909983,22096.415417006938,2500,2393,107,7.176125014666468,22079.452874982962,8,428
