timestamp,elapsed_seconds,hardware_tier,power_draw_w,temperature_c,cumulative_kwh,estimated_gCO2e
2026-07-25T05:31:19Z,1543.95,CPU,95.0,0.0,0.040743,12.2229
2026-07-25T05:32:25Z,1534.67,CPU,95.0,0.0,0.040498,12.1495
