drift_type,bert,gemma,levenshtein,regex
extra_keys,0.32984714400643605,1.0,1.0,1.0
merged_fields,0.3723228995057661,0.627677100494234,0.627677100494234,0.627677100494234
missing_keys,0.0,0.34106634106634104,0.0,0.34106634106634104
nested_corruption,1.0,0.32834613829357057,0.32834613829357057,0.32834613829357057
renamed_keys,0.14833659491193738,0.33894324853228963,0.33894324853228963,0.33894324853228963
split_fields,0.4118113357114546,0.73880301228696,0.73880301228696,0.73880301228696
type_mismatch,0.33042096902303414,0.3431294678316124,0.3431294678316124,0.3431294678316124
value_contradiction,0.206286836935167,0.668762278978389,0.668762278978389,0.668762278978389
