timestamp,elapsed_seconds,hardware_tier,power_draw_w,gpu_power_w,cpu_power_w,temperature_c,cumulative_kwh,estimated_gCO2e,gpu_energy_draw_joules,cpu_energy_draw_joules,gpu_power_source,cpu_power_source,measurement_quality,assigned_gpu_id,amd_device_path,amd_target_device_path,amd_sensor_relation,gpu_measurement_scope,energy_sensor_owner
2026-08-12T13:43:16Z,1.0,NVIDIA,193.84,193.84,0.0,43,5.4e-05,0.0162,194.0,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:43:17Z,2.0,NVIDIA,162.7,162.7,0.0,43,9.9e-05,0.0297,356.76,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:43:18Z,3.0,NVIDIA,196.15,196.15,0.0,45,0.000154,0.0461,552.96,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:43:19Z,4.0,NVIDIA,157.87,157.87,0.0,43,0.000197,0.0592,710.87,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:43:20Z,5.0,NVIDIA,185.17,185.17,0.0,46,0.000249,0.0747,896.1,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:43:21Z,6.0,NVIDIA,150.36,150.36,0.0,43,0.000291,0.0872,1046.5,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:43:22Z,7.0,NVIDIA,177.51,177.51,0.0,47,0.00034,0.102,1224.06,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:43:23Z,8.0,NVIDIA,187.84,187.84,0.0,43,0.000392,0.1177,1411.97,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:43:24Z,9.0,NVIDIA,166.14,166.14,0.0,43,0.000438,0.1315,1578.18,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:43:25Z,10.0,NVIDIA,211.62,211.62,0.0,45,0.000497,0.1492,1789.85,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:43:26Z,11.0,NVIDIA,167.9,167.9,0.0,44,0.000544,0.1631,1957.79,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:43:27Z,12.0,NVIDIA,209.73,209.73,0.0,45,0.000602,0.1806,2167.56,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:43:28Z,13.0,NVIDIA,164.37,164.37,0.0,43,0.000648,0.1943,2331.98,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:43:29Z,14.0,NVIDIA,222.02,222.02,0.0,46,0.000709,0.2128,2554.05,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:43:30Z,15.0,NVIDIA,175.62,175.62,0.0,44,0.000758,0.2275,2729.72,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:43:31Z,16.01,NVIDIA,179.84,179.84,0.0,44,0.000808,0.2425,2909.61,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:43:32Z,17.01,NVIDIA,235.36,235.36,0.0,45,0.000874,0.2621,3145.03,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:43:33Z,18.01,NVIDIA,180.05,180.05,0.0,44,0.000924,0.2771,3325.15,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:43:34Z,19.01,NVIDIA,221.33,221.33,0.0,46,0.000985,0.2955,3546.55,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:43:35Z,20.01,NVIDIA,165.01,165.01,0.0,44,0.001031,0.3093,3711.6,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:43:36Z,21.01,NVIDIA,220.69,220.69,0.0,49,0.001092,0.3277,3932.35,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:43:37Z,22.01,NVIDIA,172.91,172.91,0.0,44,0.00114,0.3421,4105.31,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:43:38Z,23.01,NVIDIA,174.93,174.93,0.0,44,0.001189,0.3567,4280.29,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:43:39Z,24.01,NVIDIA,232.05,232.05,0.0,45,0.001253,0.376,4512.4,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:43:40Z,25.01,NVIDIA,176.71,176.71,0.0,44,0.001303,0.3908,4689.15,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:43:41Z,26.01,NVIDIA,189.72,189.72,0.0,44,0.001355,0.4066,4878.92,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:43:42Z,27.01,NVIDIA,153.79,153.79,0.0,43,0.001398,0.4194,5032.75,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:43:43Z,28.01,NVIDIA,235.26,235.26,0.0,44,0.001463,0.439,5268.07,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:43:44Z,29.01,NVIDIA,178.46,178.46,0.0,44,0.001513,0.4539,5446.59,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:43:45Z,30.01,NVIDIA,234.21,234.21,0.0,44,0.001578,0.4734,5680.92,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:43:46Z,31.01,NVIDIA,193.54,193.54,0.0,44,0.001632,0.4895,5874.52,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:43:47Z,32.01,NVIDIA,179.38,179.38,0.0,44,0.001682,0.5045,6053.94,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:43:48Z,33.01,NVIDIA,203.67,203.67,0.0,44,0.001738,0.5215,6257.65,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:43:49Z,34.01,NVIDIA,165.01,165.01,0.0,44,0.001784,0.5352,6422.7,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:43:50Z,35.01,NVIDIA,207.88,207.88,0.0,44,0.001842,0.5526,6630.63,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:43:51Z,36.01,NVIDIA,167.96,167.96,0.0,44,0.001889,0.5666,6798.63,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:43:52Z,37.01,NVIDIA,207.68,207.68,0.0,45,0.001946,0.5839,7006.37,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:43:53Z,38.01,NVIDIA,164.23,164.23,0.0,44,0.001992,0.5976,7170.65,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:43:54Z,39.01,NVIDIA,197.09,197.09,0.0,45,0.002047,0.614,7367.79,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:43:55Z,40.01,NVIDIA,158.29,158.29,0.0,43,0.002091,0.6272,7526.12,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:43:56Z,41.01,NVIDIA,233.55,233.55,0.0,47,0.002155,0.6466,7759.74,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:43:57Z,42.01,NVIDIA,184.35,184.35,0.0,45,0.002207,0.662,7944.13,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:43:58Z,43.01,NVIDIA,188.29,188.29,0.0,45,0.002259,0.6777,8132.47,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:43:59Z,44.01,NVIDIA,242.63,242.63,0.0,45,0.002326,0.6979,8375.18,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:44:00Z,45.01,NVIDIA,180.12,180.12,0.0,44,0.002376,0.7129,8555.37,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:44:01Z,46.01,NVIDIA,209.52,209.52,0.0,44,0.002435,0.7304,8764.93,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:44:02Z,47.01,NVIDIA,165.8,165.8,0.0,44,0.002481,0.7442,8930.76,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:44:03Z,48.01,NVIDIA,206.56,206.56,0.0,44,0.002538,0.7614,9137.37,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:44:04Z,49.01,NVIDIA,167.8,167.8,0.0,44,0.002585,0.7754,9305.21,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:44:05Z,50.01,NVIDIA,201.4,201.4,0.0,45,0.002641,0.7922,9506.66,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:44:06Z,51.01,NVIDIA,158.03,158.03,0.0,43,0.002685,0.8054,9664.73,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:44:07Z,52.01,NVIDIA,180.14,180.14,0.0,44,0.002735,0.8204,9844.91,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:44:08Z,53.02,NVIDIA,148.32,148.32,0.0,43,0.002776,0.8328,9993.27,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:44:09Z,54.02,NVIDIA,197.55,197.55,0.0,45,0.002831,0.8492,10190.87,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:44:10Z,55.02,NVIDIA,168.09,168.09,0.0,44,0.002877,0.8632,10359.0,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:44:11Z,56.02,NVIDIA,170.83,170.83,0.0,44,0.002925,0.8775,10529.87,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:44:12Z,57.02,NVIDIA,211.34,211.34,0.0,44,0.002984,0.8951,10741.27,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:44:13Z,58.02,NVIDIA,167.76,167.76,0.0,44,0.00303,0.9091,10909.08,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:44:14Z,59.02,NVIDIA,199.72,199.72,0.0,44,0.003086,0.9257,11108.85,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:44:15Z,60.02,NVIDIA,157.82,157.82,0.0,43,0.00313,0.9389,11266.72,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:44:16Z,61.02,NVIDIA,216.85,216.85,0.0,45,0.00319,0.957,11483.63,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:44:17Z,62.02,NVIDIA,169.54,169.54,0.0,44,0.003237,0.9711,11653.23,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
