method,source,chaos_method,n,mapping_accuracy,exact_record_rate,mean_service_ms,p95_end_to_end_ms
levenshtein,clinical,schema_alter,261,0.6275862068965518,0.39080459770114945,1.5712840991963364,2067.625669
levenshtein,finnhub,json_manip,246,0.8689024390243902,0.573170731707317,1.5589970152038959,863.162475
levenshtein,finnhub,qwen,297,0.7297979797979798,0.5252525252525253,1.5582222373230954,863.170139
levenshtein,finnhub,schema_alter,207,0.6521739130434783,0.4492753623188406,1.56551737944016,855.3681769999997
levenshtein,football_uefa,json_manip,237,0.9415774099318404,0.5063291139240507,1.6199882447663179,3321.070629
levenshtein,football_uefa,qwen,228,0.8856275303643725,0.39473684210526316,1.6179666399118424,3320.8806726000003
levenshtein,football_uefa,schema_alter,285,0.7765182186234818,0.3473684210526316,1.615072281593773,3321.1609657999998
levenshtein,hockey_nhl,json_manip,255,0.9805429864253394,0.6470588235294118,1.7314370580844347,2499.1161718
levenshtein,hockey_nhl,qwen,243,0.9306742640075973,0.4691358024691358,1.7267265922399053,2488.8120505999996
levenshtein,hockey_nhl,schema_alter,252,0.8956043956043956,0.35714285714285715,1.7338647199524535,2518.79304125
levenshtein,openf1,json_manip,231,0.9207792207792208,0.4805194805194805,1.8689796474590663,466.413355
levenshtein,openf1,qwen,243,0.7876543209876543,0.32098765432098764,1.7915915737358687,451.3329114
levenshtein,openf1,schema_alter,276,0.8097826086956522,0.44565217391304346,1.733026200180829,455.09623325
levenshtein,openweather,json_manip,210,0.8678571428571429,0.6,1.5694554603058348,1662.69220335
levenshtein,openweather,qwen,258,0.7093023255813954,0.46511627906976744,1.5734763336258788,1666.1083946499994
levenshtein,openweather,schema_alter,282,0.4627659574468085,0.30851063829787234,1.5744977848541468,1662.58524915
levenshtein,smartcity_transit,json_manip,276,0.967391304347826,0.5217391304347826,1.6059553109760123,3754.711863
levenshtein,smartcity_transit,qwen,231,0.9279220779220779,0.3116883116883117,1.6099505209573421,3755.0702825
levenshtein,smartcity_transit,schema_alter,243,0.8790123456790123,0.16049382716049382,1.602732570857463,3754.8292336
levenshtein,spacex,json_manip,255,0.8823529411764706,0.6352941176470588,1.5603733765888272,1247.1661272000001
levenshtein,spacex,qwen,237,0.8006329113924051,0.5949367088607594,1.5573060889888422,1254.1111347999997
levenshtein,spacex,schema_alter,258,0.5116279069767442,0.3488372093023256,1.555798939732256,1252.420975949999
minilm,aviation_opensky,json_manip,243,0.6728395061728395,0.49382716049382713,0.2836263423169052,629.1980533999999
minilm,aviation_opensky,qwen,270,0.6444444444444445,0.5444444444444444,0.28704678850226084,629.229695
minilm,aviation_opensky,schema_alter,237,0.6455696202531646,0.6455696202531646,0.2872834311754771,629.0858444
minilm,clinical,json_manip,258,0.8953488372093024,0.6046511627906976,0.31387612373024915,417.9681616
minilm,clinical,qwen,231,0.877922077922078,0.5714285714285714,0.2977494344053849,417.99863200000004
minilm,clinical,schema_alter,261,0.8850574712643678,0.7126436781609196,0.3096140600086571,418.001128
minilm,finnhub,json_manip,246,0.8841463414634146,0.6341463414634146,0.2902577321575862,187.141255
minilm,finnhub,qwen,297,0.8712121212121212,0.696969696969697,0.2838277619304588,187.98802999999998
minilm,finnhub,schema_alter,207,0.8478260869565217,0.5942028985507246,0.29214137287744507,187.93684280000002
minilm,football_uefa,json_manip,237,0.952288218111003,0.5316455696202531,0.329440017864452,717.3760311999999
minilm,football_uefa,qwen,228,0.9402834008097166,0.4473684210526316,0.3226228488288563,717.3275934000001
minilm,football_uefa,schema_alter,285,0.9417004048582995,0.5263157894736842,0.31839036152391315,717.3980728
minilm,hockey_nhl,json_manip,255,0.9819004524886877,0.6941176470588235,0.4472694774787099,552.9591875999998
minilm,hockey_nhl,qwen,243,0.9781576448243116,0.654320987654321,0.42135469435317296,549.7731381
minilm,hockey_nhl,schema_alter,252,0.9688644688644689,0.5952380952380952,0.44828383720891435,560.1899898
minilm,openf1,json_manip,231,0.9467532467532467,0.6363636363636364,0.43031099631333664,111.261493
minilm,openf1,qwen,243,0.8864197530864197,0.5925925925925926,0.41380950806933187,110.4062433
minilm,openf1,schema_alter,276,0.9565217391304348,0.782608695652174,0.3757572009699082,110.61575049999999
minilm,openweather,json_manip,210,0.9178571428571428,0.7428571428571429,0.28346863590199817,335.801567
minilm,openweather,qwen,258,0.877906976744186,0.7093023255813954,0.2884643245208882,340.532985
minilm,openweather,schema_alter,282,0.8457446808510638,0.6914893617021277,0.28894343235022224,334.31560135
minilm,smartcity_transit,json_manip,276,0.9744565217391304,0.6195652173913043,0.36671224292507715,815.7004880000001
minilm,smartcity_transit,qwen,231,0.9577922077922078,0.4935064935064935,0.3678848540295864,815.8843855
minilm,smartcity_transit,schema_alter,243,0.9623456790123457,0.49382716049382713,0.35878022407251864,815.7893320999999
minilm,spacex,json_manip,255,0.9735294117647059,0.8941176470588236,0.2862479904070397,259.1615878
minilm,spacex,qwen,237,0.8955696202531646,0.7088607594936709,0.2796923219423728,263.473708
minilm,spacex,schema_alter,258,0.8372093023255814,0.6744186046511628,0.27440720562257526,263.4763704
qwen_1_5b,aviation_opensky,json_manip,243,0.1419753086419753,0.0,77.22207533171623,440368.6461366
qwen_1_5b,aviation_opensky,qwen,270,0.08333333333333333,0.0,103.60004569836475,440368.63678299997
qwen_1_5b,aviation_opensky,schema_alter,237,0.0,0.0,102.6884339701757,440368.63039259997
qwen_1_5b,clinical,json_manip,258,0.06744186046511629,0.0,181.25821740525174,174198.2967822
qwen_1_5b,clinical,qwen,231,0.03896103896103896,0.0,184.77435102017853,174198.329227
qwen_1_5b,clinical,schema_alter,261,0.0,0.0,188.4417323597729,174198.331595
qwen_1_5b,finnhub,json_manip,246,0.09146341463414634,0.0,79.7706948105063,86420.08801
qwen_1_5b,finnhub,qwen,297,0.025252525252525252,0.0,83.50578550399179,87394.7964108
qwen_1_5b,finnhub,schema_alter,207,0.0,0.0,82.68411421432748,87394.7358793
qwen_1_5b,football_uefa,json_manip,237,0.006815968841285297,0.0,108.35802269975434,465567.0192402
qwen_1_5b,football_uefa,qwen,228,0.0020242914979757085,0.0,96.30582126469497,463217.93574959994
qwen_1_5b,football_uefa,schema_alter,285,0.0,0.0,103.57489947881662,463218.02582479996
qwen_1_5b,hockey_nhl,json_manip,255,0.007239819004524887,0.0,974.507303030448,428882.9298846
qwen_1_5b,hockey_nhl,qwen,243,0.004273504273504274,0.0,961.6014427498766,406627.20793000003
qwen_1_5b,hockey_nhl,schema_alter,252,0.0,0.0,969.2365446056789,406627.19444680004
qwen_1_5b,openf1,json_manip,231,0.07922077922077922,0.0,262.66678522510625,67768.46189
qwen_1_5b,openf1,qwen,243,0.11728395061728394,0.0,277.62890288821364,67396.1697837
qwen_1_5b,openf1,schema_alter,276,0.12065217391304349,0.0,260.8806328637511,67489.2579365
qwen_1_5b,openweather,json_manip,210,0.075,0.0,80.43440071545143,126556.64582860001
qwen_1_5b,openweather,qwen,258,0.0436046511627907,0.0,81.55767695158436,127048.76443719999
qwen_1_5b,openweather,schema_alter,282,0.0,0.0,81.3918767585841,125931.64368575
qwen_1_5b,smartcity_transit,json_manip,276,0.014130434782608697,0.0,748.2273398176644,647456.690838
qwen_1_5b,smartcity_transit,qwen,231,0.004545454545454545,0.0,751.6942706019333,651476.506646
qwen_1_5b,smartcity_transit,schema_alter,243,0.0,0.0,731.598461851167,647456.5719074
qwen_1_5b,spacex,json_manip,255,0.061764705882352944,0.0,79.0246334481131,106368.3998914
qwen_1_5b,spacex,qwen,237,0.03481012658227848,0.0,77.3657666152821,106851.20766459999
qwen_1_5b,spacex,schema_alter,258,0.0,0.0,76.13984875010989,106851.210503
regex,aviation_opensky,json_manip,243,0.8827160493827161,0.7654320987654321,0.012799438718013255,122.6497072
regex,aviation_opensky,qwen,270,0.8333333333333334,0.7777777777777778,0.014160029937336803,124.2616259
regex,aviation_opensky,schema_alter,237,0.6455696202531646,0.6455696202531646,0.014754534569861717,124.0557252
regex,clinical,json_manip,258,0.9302325581395349,0.6511627906976745,0.01993569358872597,109.18462759999998
regex,clinical,qwen,231,0.8207792207792207,0.4935064935064935,0.02024907096378558,110.835841
regex,clinical,schema_alter,261,0.8850574712643678,0.7126436781609196,0.020035781673788684,110.792705
regex,finnhub,json_manip,246,0.9176829268292683,0.6707317073170732,0.015324979807872873,53.719458
regex,finnhub,qwen,297,0.8863636363636364,0.696969696969697,0.015727479319666428,54.16400180000001
regex,finnhub,schema_alter,207,0.8985507246376812,0.7971014492753623,0.015425109843127886,54.116565
regex,football_uefa,json_manip,237,0.8334956183057449,0.0,0.055817518171338336,111.46435899999999
regex,football_uefa,qwen,228,0.8127530364372471,0.02631578947368421,0.055132563977453954,111.3699954
regex,football_uefa,schema_alter,285,0.8024291497975709,0.0,0.05658322396054574,111.36952260000001
regex,hockey_nhl,json_manip,255,0.8384615384615385,0.0,0.12948347145559197,124.1888651
regex,hockey_nhl,qwen,243,0.8323836657169991,0.0,0.13136636064664722,123.48292919999997
regex,hockey_nhl,schema_alter,252,0.815018315018315,0.0,0.13247968905432053,124.26882154999998
regex,openf1,json_manip,231,0.877922077922078,0.012987012987012988,0.035205005091138095,33.1708
regex,openf1,qwen,243,0.8148148148148148,0.012345679012345678,0.03536759865868022,32.5685997
regex,openf1,schema_alter,276,0.8565217391304348,0.0,0.035190883653439656,32.721548
regex,openweather,json_manip,210,0.9142857142857143,0.6571428571428571,0.015712645606714197,89.2600572
regex,openweather,qwen,258,0.8924418604651163,0.7325581395348837,0.015668097334077327,89.3319318
regex,openweather,schema_alter,282,0.8457446808510638,0.6914893617021277,0.015663047868686157,89.25443480000001
regex,smartcity_transit,json_manip,276,0.6847826086956522,0.0,0.08867809632836851,116.879149
regex,smartcity_transit,qwen,231,0.6779220779220779,0.0,0.08839004531998684,118.265665
regex,smartcity_transit,schema_alter,243,0.6876543209876543,0.0,0.08808899474169178,116.9667388
regex,spacex,json_manip,255,0.9470588235294117,0.788235294117647,0.017343928152137762,68.13258139999999
regex,spacex,qwen,237,0.8417721518987342,0.620253164556962,0.017180228131676956,68.16640860000001
regex,spacex,schema_alter,258,0.8372093023255814,0.6744186046511628,0.017401035499067196,68.1604358
