timestamp,api,run_number,packet_profile,frequency_profile,chaos_strategy,chaos_level,concurrency,throughput_pps,total_packets,elapsed_seconds,total_runtime_sec,selected_device,actual_device,hardware_model,cloud_platform,bootstrap_status,bootstrap_initialization_time,total_drift_events,detection_rate,recovery_score,p95_latency_ms,latency_score,resilience_P,resilience_P2,averages
2026-05-20T18:09:52.254337Z,finnhub,2,short,100hz,schema,high,1,100.0,30000,14.443453999992926,14.443498500011628,gpu,MPS,Apple Silicon (arm),local,fresh_install,6.24,384,0.2786458333333333,1.0,138.75641699996777,0.0720687389903007,0.6340752061313935,0.6444040608485451,"{""levenshtein_latency"": 0.0003103831775700934, ""regex_latency"": 0.004546299065420561, ""bert_latency"": 126.72076756939745, ""gemma_latency"": 8.223829494743548, ""levenshtein_confidence"": 1.5555555555555556, ""regex_confidence"": 0.0, ""bert_confidence"": 0.6302112588922866, ""gemma_confidence"": 0.9199999999999999}"
