timestamp,api,run_number,packet_profile,frequency_profile,chaos_strategy,chaos_level,concurrency,throughput_pps,total_packets,elapsed_seconds,total_runtime_sec,selected_device,actual_device,hardware_model,cloud_platform,bootstrap_status,bootstrap_initialization_time,total_drift_events,detection_rate,recovery_score,p95_latency_ms,latency_score,resilience_P,resilience_P2,averages
2026-05-20T18:07:34.093938Z,openmeteo,2,short,100hz,json,high,1,100.0,30000,13.773669875023188,13.773704999999609,gpu,MPS,Apple Silicon (arm),local,fresh_install,6.24,323,0.3157894736842105,1.0,137.29433398111723,0.07283621770855707,0.6435146119627642,0.6556622747615467,"{""levenshtein_latency"": 0.0006069901960784313, ""regex_latency"": 0.00987627450980392, ""bert_latency"": 126.83353881613013, ""gemma_latency"": 8.149810059466308, ""levenshtein_confidence"": 1.8006671793157074, ""regex_confidence"": 0.0, ""bert_confidence"": 0.5981371142227838, ""gemma_confidence"": 0.95}"
