drift_type,bert,gemma,levenshtein,regex
extra_keys,0.11641137855579868,1.0,0.0,1.0
merged_fields,0.11795543905635648,0.41415465268676277,0.4477937964176496,0.41415465268676277
missing_keys,0.0,0.33578856152513,0.3188908145580589,0.33578856152513
nested_corruption,0.5104398045313194,0.3291870279875611,0.334517992003554,0.3291870279875611
renamed_keys,0.31291028446389496,0.3435448577680525,0.32735229759299783,0.3439824945295405
split_fields,0.1244218316373728,0.7206290471785384,0.23543015726179464,0.7206290471785384
type_mismatch,0.3245004344048653,0.343614248479583,0.3262380538662033,0.343614248479583
value_contradiction,0.05560661764705882,0.6484375,0.3515625,0.6484375
