reconciler,avg_latency_ms,min_latency_ms,max_latency_ms,p95_latency_ms,throughput_pps,accuracy,resilience_P,resilience_P2
bert,0.05482001529631412,0.02311496064066887,203.55508697684854,0.030815614283912687,18501.48582408873,0.009825,0.8019649999999999,0.75245625
gemma,14.009503092448965,0.00016996636986732483,3292.8559290012345,0.00046859931899234593,95.0197148918,0.9756555555555556,0.6783880113232411,0.722419803356429
levenshtein,0.0019897250985700843,0.0010509975254535675,0.04537799395620823,0.0022593093389231293,503812.7210409454,0.01468611111111111,0.8029372222222222,0.7536715277777778
regex,0.008583300097315158,0.00253401231020689,1.189868082292378,0.008225131669961328,120388.61091159859,0.9756583333333333,0.9951316666666666,0.9939145833333334
