run_id,run_number,api,strategy,reconciler,avg_latency_ms,min_latency_ms,max_latency_ms,p95_latency_ms,accuracy,throughput_pps,resilience_P,resilience_P2,vram_allocated_mb,compute_utilization_pct,drift_packets_pct
8bfb7bb9826b45a282b7e4b5dbe87ec7,1,finnhub,,regex,0.009471754194237292,0.0033369287848472595,0.35434006713330746,0.01015886664390564,0.978,105577.06413120494,0.9956,0.9945,15191.1875,100.0,5.0
8bfb7bb9826b45a282b7e4b5dbe87ec7,1,finnhub,,levenshtein,0.002195118018426001,0.0013320241123437881,0.011370982974767685,0.002554862294346094,0.0131,455556.37173305394,0.8026199999999999,0.753275,15191.1875,100.0,5.0
8bfb7bb9826b45a282b7e4b5dbe87ec7,1,finnhub,,bert,0.08339175463188439,0.03329315222799778,280.4752450902015,0.06148351822048416,0.0176,11991.593226624054,0.80352,0.7544,15191.1875,100.0,5.0
8bfb7bb9826b45a282b7e4b5dbe87ec7,1,finnhub,,gemma,17.3585633915849,0.0002100132405757904,3589.618102181703,0.00046100467443466187,0.978,57.608453962542825,0.6657629588868901,0.7117825361887629,15191.1875,100.0,5.0
989a3a3aae9d4493b5f77f8ae1bb2289,1,finnhub,,regex,0.009065021947026252,0.0033460091799497604,0.3613140434026718,0.009388418402522795,0.9809,110314.12895012862,0.9961800000000001,0.995225,15191.1875,100.0,5.07
989a3a3aae9d4493b5f77f8ae1bb2289,1,finnhub,,levenshtein,0.0021963562583550813,0.0013620592653751373,0.013465061783790588,0.002495013177394867,0.0102,455299.54268390447,0.8020400000000001,0.75255,15191.1875,100.0,5.07
989a3a3aae9d4493b5f77f8ae1bb2289,1,finnhub,,bert,0.07765454421751201,0.032420968636870384,278.4579780418426,0.05899440729990597,0.0133,12877.54644723661,0.8026599999999999,0.753325,15191.1875,100.0,5.07
989a3a3aae9d4493b5f77f8ae1bb2289,1,finnhub,,gemma,10.851664525410161,0.00021979212760925293,3652.3155560716987,0.0004209578037261963,0.9809,92.15176138724237,0.6784331164855348,0.7228705284161727,15191.1875,100.0,5.07
2bd149ac039246c6b1e6c33debc4bba0,1,finnhub,,regex,0.01379133751615882,0.0034368131309747696,1.1113318614661694,0.01064129173755645,0.9736,72509.2833692407,0.99472,0.9934,15191.1875,100.0,5.12
2bd149ac039246c6b1e6c33debc4bba0,1,finnhub,,levenshtein,0.0023368315072730184,0.00144285149872303,0.01463782973587513,0.0028549693524837494,0.0112,427929.8686651811,0.8022400000000001,0.7528,15191.1875,100.0,5.12
2bd149ac039246c6b1e6c33debc4bba0,1,finnhub,,bert,0.09699217826128007,0.032791867852211,280.9275349136442,0.06390934577211725,0.0199,10310.109721488818,0.8039799999999999,0.754975,15191.1875,100.0,5.12
2bd149ac039246c6b1e6c33debc4bba0,1,finnhub,,gemma,32.49334191463422,0.0002100132405757904,3708.3946529310197,0.0006610061973333359,0.9735,30.775535573631593,0.6554714374507711,0.7026076606720896,15191.1875,100.0,5.12
fb1fdbe3089e4e128419cc5330416771,1,openmeteo,,regex,0.009419621783308685,0.003435881808400154,0.3396118991076946,0.009867839980870485,0.973,106161.37494734375,0.9945999999999999,0.99325,15191.1875,100.0,5.01
fb1fdbe3089e4e128419cc5330416771,1,openmeteo,,levenshtein,0.002272152854129672,0.0014319084584712982,0.017363112419843674,0.002674991264939308,0.0185,440111.2355546349,0.8037000000000001,0.754625,15191.1875,100.0,5.01
