drift_type,bert,gemma,levenshtein,regex
extra_keys,0.10041666666666667,1.0,0.0,1.0
merged_fields,0.09913988229968311,0.49796287913082843,0.40878225441376187,0.49796287913082843
missing_keys,0.0,0.3328918322295806,0.3390728476821192,0.3328918322295806
nested_corruption,0.5093681917211329,0.34030501089324616,0.3206971677559913,0.34030501089324616
renamed_keys,0.32367149758454106,0.32806324110671936,0.3346508563899868,0.32806324110671936
split_fields,0.14111498257839722,0.730836236933798,0.21297909407665505,0.730836236933798
type_mismatch,0.3390880920761399,0.3191677733510403,0.3470562195661797,0.3191677733510403
value_contradiction,0.05289330922242315,0.6971066907775768,0.30289330922242313,0.6971066907775768
