reconciler,avg_latency_ms,min_latency_ms,max_latency_ms,p95_latency_ms,throughput_pps,accuracy,resilience_P,resilience_P2
bert,0.13467196352740146,0.032371142879128456,285.25910386815667,0.06432455140040115,11568.922188593853,0.009656756756756757,0.7973746211982069,0.7485084204864939
gemma,22.167399881509176,0.00019976869225502014,3777.6659710798413,0.0005046742641039794,71.28855553003628,0.976708459108459,0.6702926862572045,0.7155636814361257
levenshtein,0.0022935249889694436,0.0013320241123437881,0.028524082154035568,0.0027441712272529653,437261.3013327568,0.014161811161811162,0.8028323622323622,0.7535404527904528
regex,0.010991901853054802,0.0033159740269184113,1.4286141376942396,0.010251859832253001,94895.26501875257,0.976708459108459,0.9953416918216917,0.9941771147771148
