timestamp,api,run_number,packet_profile,frequency_profile,chaos_strategy,chaos_level,concurrency,throughput_pps,total_packets,elapsed_seconds,total_runtime_sec,selected_device,actual_device,hardware_model,cloud_platform,bootstrap_status,bootstrap_initialization_time,total_drift_events,detection_rate,recovery_score,p95_latency_ms,latency_score,resilience_P,resilience_P2,averages
2026-05-20T18:08:32.739907Z,spacex,3,short,100hz,json,high,1,100.0,30000,14.047919625008944,14.047958082985133,gpu,MPS,Apple Silicon (arm),local,fresh_install,6.24,346,0.30346820809248554,1.0,137.08120898809284,0.07294945874652026,0.6404569437724253,0.6519828812397237,"{""levenshtein_latency"": 0.0004968380952380952, ""regex_latency"": 0.009447647619047619, ""bert_latency"": 125.76707658784774, ""gemma_latency"": 7.967017857646126, ""levenshtein_confidence"": 1.7032171426431868, ""regex_confidence"": 0.0, ""bert_confidence"": 0.6185280560933895, ""gemma_confidence"": 0.9099999999999999}"
