phase,api,chaos_method,reconciler,iteration,seed,accuracy,hosseini_resilience,avg_latency_ms,min_latency_ms,max_latency_ms,throughput_pps,total_time_ms,packets_processed,packets_clean,packets_drifted,fast_path_latency_ms,gpu_latency_ms,batch_size,drift_event_count
bert,openf1,qwen,bert,1,3260074454,0.8884988,0.8884987831115723,6.728061540111632,6.728061540111614,6.728061540111614,1981.1776238175153,1261.8757500313222,2500,2343,157,79.81976214796305,1098.4291080385447,64,1570
bert,openf1,schema_alter,bert,1,871865710,0.9500569,0.9500568509101868,9.821186420969049,9.821186420969038,9.821186420969038,1894.7425052238823,1319.4405008107424,2500,2393,107,94.32924399152398,1151.677587069571,64,1070
bert,finnhub,qwen,bert,1,1301935308,0.80826586,0.8082658648490906,7.960707867922345,7.960707867922363,7.960707867922363,2017.1518339103109,1239.3712550401688,2500,2371,129,40.97762401215732,1106.356407981366,64,516
bert,finnhub,json_manip,bert,1,3091342568,0.81002575,0.8100257515907288,6.195611765058395,6.195611765058374,6.195611765058374,1639.0581355129593,1525.2662159036845,2500,2334,166,87.93970616534352,1386.2652478273958,64,664
bert,finnhub,schema_alter,bert,1,1753426110,0.8245019,0.8245018720626831,13.212116510497715,13.212116510497735,13.212116510497735,1657.9388841259552,1507.8963548876345,2500,2398,102,40.23986798711121,1424.3436879478395,64,408
bert,openf1,json_manip,bert,1,1925043681,0.94490397,0.9449039697647095,9.145114690932296,9.145114690932276,9.145114690932276,1291.483630680029,1935.7581781223416,2500,2341,159,54.88259997218847,1489.476360147819,64,1590
bert,spacex,qwen,bert,1,1869236560,0.8717435,0.8717435002326965,4.251944903882532,4.251944903882533,4.251944903882533,3465.608824555126,721.3739710859954,2500,2363,137,20.073744002729654,677.2446429822594,64,548
bert,spacex,json_manip,bert,1,1880403096,0.9398552,0.9398552179336548,3.2237132937829562,3.2237132937829616,3.2237132937829616,3397.189756351224,735.9023720491678,2500,2316,184,19.637383986264467,693.7757208943367,64,736
bert,spacex,schema_alter,bert,1,2306848957,0.8402778,0.8402777910232544,4.661804026303191,4.661804026303192,4.661804026303192,3385.6887350551106,738.4021969046444,2500,2428,72,19.950644113123417,418.32501883618534,64,288
bert,openweather,qwen,bert,1,2826526034,0.84869134,0.8486913442611694,3.809620001762412,3.809620001762409,3.809620001762409,5370.288664208793,465.52432398311794,2500,2393,107,20.46267199330032,418.8039822038263,64,428
bert,openweather,json_manip,bert,1,1388894160,0.8695428,0.8695428371429443,5.09465814743115,5.09465814743116,5.09465814743116,1028.5686188173656,2430.5621951352805,2500,2351,149,20.210199989378452,2387.7066359855235,64,596
bert,openweather,schema_alter,bert,1,3176273455,0.8425926,0.8425925970077515,40.62617868529974,40.62617868529978,40.62617868529978,458.1387342543815,5456.8623281084,2500,2446,54,19.683112856000662,5415.245208889246,64,216
bert,clinical,qwen,bert,1,608992924,0.90708506,0.9070850610733032,82.85367280803621,82.85367280803621,82.85367280803621,167.95685990191382,14884.774587117136,2500,2375,125,23.960961028933525,14834.19028413482,64,625
bert,clinical,schema_alter,bert,1,623136646,0.8181815,0.818181574344635,303.9228538947293,303.92285389472926,303.92285389472926,114.36981568365329,21858.914304059,2500,2434,66,23.204518016427755,21811.418612021953,64,330
bert,clinical,json_manip,bert,1,2268059618,0.9406312,0.9406312108039856,100.38625155721093,100.38625155721093,100.38625155721093,107.55605126858529,23243.69452497922,2500,2340,160,24.480733089149,23194.290939951316,64,800
bert,aviation_opensky,qwen,bert,1,2436039110,0.5890759,0.5890759229660034,32.512774567094205,32.51277456709415,32.51277456709415,196.78712984731447,12704.08284291625,2500,2391,109,5997.014845022932,5883.03758809343,64,218
bert,aviation_opensky,json_manip,bert,1,2683236806,0.5904154,0.5904154181480408,33.04363601191927,33.04363601191929,33.04363601191929,185.66316217636924,13465.245182160288,2500,2335,165,5428.746262099594,7549.255260964856,64,330
bert,aviation_opensky,schema_alter,bert,1,3330513406,0.6533333,0.653333306312561,78.8426934927702,78.8426934927702,78.8426934927702,170.45389971725677,14666.722228983417,2500,2425,75,5389.762085163966,8041.0420030821115,64,150
bert,football_uefa,qwen,bert,1,2470270663,0.9400999,0.9400998950004578,68.68505535232471,68.68505535232482,68.68505535232482,187.5875868824772,13327.107840916142,2500,2381,119,3968.015817925334,8231.359339086339,64,1547
bert,hockey_nhl,qwen,bert,1,587980450,0.981676,0.981675922870636,76.6266910169969,76.62669101699701,76.62669101699701,61.46441757775468,40673.939468106255,2500,2377,123,26078.161027049646,10454.481139080599,64,3198
bert,football_uefa,json_manip,bert,1,3496647998,0.9612555,0.9612554907798767,8.075817475356638,8.075817475356615,8.075817475356615,405.11047689478113,6171.156123047695,2500,2336,164,2936.3482689950615,1690.1148499455303,64,2132
bert,hockey_nhl,schema_alter,bert,1,864844442,0.9834087,0.9834086894989014,28.14649947115458,28.146499471154574,28.146499471154574,75.61445487550054,33062.46145814657,2500,2449,51,25102.0967469085,1754.0832769591361,64,1326
bert,football_uefa,schema_alter,bert,1,2773541159,0.95519876,0.9551987648010254,10.514234944891456,10.514234944891472,10.514234944891472,636.0556727525005,3930.473553016782,2500,2409,91,1941.0705310292542,1073.0131000746042,64,1183
bert,hockey_nhl,json_manip,bert,1,3055161910,0.98399204,0.9839920401573181,24.234344729700666,24.234344729700602,24.234344729700602,66.35903257264457,37673.846394056454,2500,2315,185,26233.292651129887,5606.89007001929,64,4810
bert,smartcity_transit,qwen,bert,1,961063833,0.97430134,0.9743013381958008,5.770734903062619,5.77073490306262,5.77073490306262,2292.7087269989565,1090.413261204958,2500,2374,126,112.92622308246791,898.036093916744,64,2520
bert,smartcity_transit,json_manip,bert,1,3522405332,0.9721045,0.9721044898033142,2.8176937564652054,2.817693756465216,2.817693756465216,3126.6556421050936,799.5763800572604,2500,2339,161,111.97060183621943,612.6050380989909,64,3220
bert,smartcity_transit,schema_alter,bert,1,4161577514,0.957927,0.9579269886016846,3.3952192198939377,3.395219219893944,3.395219219893944,4830.753599714124,517.5175981130451,2500,2418,82,113.65669500082731,329.6438080724329,64,1640
