phase,api,chaos_method,reconciler,iteration,seed,accuracy,hosseini_resilience,avg_latency_ms,min_latency_ms,max_latency_ms,throughput_pps,total_time_ms,packets_processed,packets_clean,packets_drifted,fast_path_latency_ms,gpu_latency_ms,batch_size,drift_event_count
cohere,openf1,qwen,cohere,1,3260074454,0.8006329113924051,0.8006329113924051,477.0215363987748,314.78954100748524,1052.51275000046,33.155175691209145,75403.00866699545,2500,2342,158,11.937458999454975,75377.86941698869,8,1556
cohere,openf1,json_manip,cohere,1,1925043681,0.945398773006135,0.945398773006135,480.5883062386348,312.46033299248666,2721.7139590065926,31.900332659415337,78369.08870798652,2500,2337,163,12.549584003863856,78344.32716600713,8,1611
cohere,openf1,schema_alter,cohere,1,871865710,0.7722222222222223,0.7722222222222223,472.46227089635795,313.25204198947176,985.8297499886248,48.96496418260996,51056.91470898455,2500,2392,108,12.559875001898035,51032.11491700495,8,1061
cohere,finnhub,qwen,cohere,1,1301935308,0.6961538461538461,0.6961538461538461,392.38802334763864,257.84308300353587,903.0212079815101,48.98996303189725,51030.861125007505,2500,2370,130,6.17320800665766,51016.010792023735,8,495
cohere,finnhub,json_manip,cohere,1,3091342568,0.8298192771084337,0.8298192771084337,369.85332782538774,254.93158400058746,1117.3233750159852,40.69737579744906,61429.0221669944,2500,2334,166,9.27570799831301,61404.07087499625,8,650
cohere,finnhub,schema_alter,cohere,1,1753426110,0.6225490196078431,0.6225490196078431,377.49142605696085,251.67779199546203,868.4082500112709,64.87561408673997,38535.28070898028,2500,2398,102,9.582750004483387,38509.98274999438,8,388
cohere,spacex,qwen,cohere,1,1869236560,0.7518248175182481,0.7518248175182483,357.61715236683307,246.30645901197568,912.4131250136998,51.00537536981853,49014.441749983234,2500,2363,137,6.133166985819116,48998.62533301348,8,520
cohere,spacex,json_manip,cohere,1,1880403096,0.9551630434782609,0.9551630434782608,375.9869157599852,252.57041698205285,858.8744579756167,36.119100682592666,69215.4553339933,2500,2316,184,9.301874990342185,69190.01179200131,8,715
cohere,spacex,schema_alter,cohere,1,2306848957,0.5347222222222222,0.5347222222222222,374.60480322301413,252.51979200402275,869.2422920139506,92.59211848663553,27000.138250004966,2500,2428,72,9.490750002441928,26974.971958989045,8,265
cohere,openweather,qwen,cohere,1,2826526034,0.7780373831775701,0.7780373831775701,375.42424956989413,250.70887498441152,863.7097499740776,62.18557625242595,40202.24866698845,2500,2393,107,9.301958983996883,40176.349791989196,8,403
cohere,openweather,json_manip,cohere,1,1388894160,0.8758389261744967,0.8758389261744967,358.207934912241,250.86429200018756,758.2757909840439,46.81296324138253,53404.01091700187,2500,2351,149,9.13029199000448,53380.06033300189,8,579
cohere,openweather,schema_alter,cohere,1,3176273455,0.4722222222222222,0.4722222222222222,419.89170527948,256.96204201085493,870.6732919963542,110.1259613804136,22701.27741599572,2500,2446,54,9.413541993126273,22676.91437501344,8,199
cohere,clinical,qwen,cohere,1,608992924,0.7616,0.7616,365.8297149525024,253.86241701198742,875.2019579987973,54.64310430589647,45751.42704200698,2500,2375,125,7.310417015105486,45735.16912499326,8,604
cohere,clinical,json_manip,cohere,1,2268059618,0.96,0.96,380.2068703007535,254.55400001374073,930.4406250012107,41.078500812837916,60859.085666015744,2500,2340,160,7.176999992225319,60842.43029198842,8,782
cohere,clinical,schema_alter,cohere,1,623136646,0.5151515151515151,0.5151515151515151,402.670488667244,269.00091700372286,748.7196250003763,93.99007134942296,26598.554124997463,2500,2434,66,8.02220799960196,26580.37237499957,8,300
cohere,hockey_nhl,qwen,cohere,1,587980450,0.9077548467792371,0.907754846779237,581.9222381950367,377.9881249938626,1429.2063329776283,33.49827139622973,74630.71662501898,2500,2377,123,2399.150249984814,71637.74941698648,8,3174
cohere,hockey_nhl,json_manip,cohere,1,3055161910,0.9891891891891892,0.9891891891891892,589.082443962547,374.20854199444875,1417.8240839974023,22.328754994801503,111963.25099997921,2500,2315,185,2351.5260830172338,109082.25829197909,8,4801
cohere,hockey_nhl,schema_alter,cohere,1,864844442,0.5716440422322775,0.5716440422322775,614.0014861188783,379.9731249746401,1192.1594160085078,73.05678601681616,34219.95595897897,2500,2449,51,2347.617666993756,31344.05437501846,8,1315
cohere,aviation_opensky,qwen,cohere,1,2436039110,0.43119266055045874,0.43119266055045874,334.65084368806254,211.01912501035258,895.240333979018,67.67393827034016,36941.842959000496,2500,2391,109,417.1438330085948,36481.02908398141,8,191
cohere,aviation_opensky,json_manip,cohere,1,2683236806,0.5575757575757576,0.5575757575757576,327.859417095985,228.21520900470205,709.7156250092667,45.812311215666746,54570.48408300034,2500,2335,165,424.2367499973625,54105.15345798922,8,300
cohere,aviation_opensky,schema_alter,cohere,1,3330513406,0.32,0.32,326.65417825182277,223.68600001209415,713.5556249995716,100.13784023782831,24965.58737498708,2500,2425,75,422.57016702205874,24501.99616601458,8,124
cohere,football_uefa,qwen,cohere,1,2470270663,0.8765352294764059,0.8765352294764059,507.8964779352057,321.2819159962237,1048.2838330208324,40.98543738022261,60997.27512500249,2500,2381,119,391.63104200270027,60493.12495900085,8,1514
cohere,football_uefa,json_manip,cohere,1,3496647998,0.9606003752345216,0.9606003752345216,494.7367812447937,300.54187498171814,1394.0694580087438,30.602889485469046,81691.63245800883,2500,2336,164,387.16400001430884,81198.4132080106,8,2118
cohere,football_uefa,schema_alter,cohere,1,2773541159,0.6804733727810651,0.6804733727810651,498.1555105186999,315.74491600622423,1165.9050000016578,54.49902429988907,45872.380874992814,2500,2409,91,397.913291992154,45368.485582992435,8,1167
cohere,smartcity_transit,qwen,cohere,1,961063833,0.8559523809523809,0.8559523809523809,557.3171091354674,357.0953749876935,1401.0219580086414,35.54795343314214,70327.53670902457,2500,2374,126,34.456165973097086,70263.6590420152,8,2496
cohere,smartcity_transit,json_manip,cohere,1,3522405332,0.9736024844720497,0.9736024844720497,556.6737649870837,337.280167004792,1379.8020840040408,27.852613766498106,89758.18287499715,2500,2339,161,35.176207980839536,89698.7294999999,8,3191
cohere,smartcity_transit,schema_alter,cohere,1,4161577514,0.6774390243902438,0.6774390243902438,661.907681401694,361.9781250017695,1673.6707499949262,45.97471821950768,54377.71229099599,2500,2418,82,34.315917000640184,54315.349749987945,8,1619
