reconciler,avg_latency_ms,min_latency_ms,max_latency_ms,p95_latency_ms,throughput_pps,accuracy,resilience_P,resilience_P2
bert,0.015236660270602442,0.0,431.179930921644,0.03139417337176076,90995.04165572807,0.9580694444444444,0.9916138888888888,0.9895173611111111
gemma,7.6186590054974666,0.0,5610.394155024551,0.0014214698846141468,164.13840941971418,0.9727972222222222,0.7020078877413444,0.7424408283814699
levenshtein,0.14968852774052518,0.08844304829835892,7.893039030022919,0.15219148950159755,6682.318096202667,0.9725750000000001,0.994515,0.99314375
regex,0.013978255923979709,0.004456960596144199,3.7750420160591602,0.0140138950276499,72170.94879698538,0.9752194444444444,0.9950438888888888,0.9938048611111111
