_label,actual_device,api_name,averages_bert_latency,averages_gemma_confidence,averages_gemma_latency,averages_levenshtein_latency,averages_regex_latency,chaos_level,chaos_metadata_drift_type,chaos_metadata_level,chaos_metadata_mutated_len,chaos_metadata_original_len,chaos_metadata_strategy,chaos_metadata_temperature,chaos_strategy,concurrency,detection_rate,device_cloud,device_device,device_hardware,drift_detected,drift_type_count,drift_types_extra_keys,drift_types_merged_fields,drift_types_missing_keys,drift_types_nested_corruption,drift_types_renamed_keys,drift_types_split_fields,drift_types_type_mismatch,drift_types_value_contradiction,elapsed_seconds,fallback_used,frequency_profile,p95_latency_ms,packet_count,packet_profile,packet_size,policy_baseline_min_runs_per_config,policy_cross_platform_parity_required,policy_device,policy_policy_tag,policy_reproducibility,policy_stable_window_excludes_run_1,policy_standard_runs_per_config,policy_tag,reconciled_ok,reconciliation_winner,recovery_score,repair_rate,resilience_P,resilience_P2,run_number,target_hz,throughput_bytes_per_sec,throughput_pps,timing_us,total_runtime_sec
FULL,x86_64,finnhub,0,1.0,0,0,0,medium,renamed_keys,medium,156,154,schema,0.497866256131301,schema,1,1.0,vast.ai,CUDA,x86_64,True,1,0,0,0,0,1,0,0,0,0.008895,False,1000hz,8.895,1,short,30000,5,True,"{'device': 'cuda', 'model': 'x86_64', 'cloud': 'vast.ai'}",tkde_policy_v1,"{'git_commit': '772da1dd8afef7db4fd43be6ab1317194ceefb17', 'python_version': '3.12.13', 'platform': 'Linux-5.15.0-174-generic-x86_64-with-glibc2.39', 'machine': 'x86_64', 'processor': 'x86_64', 'seed_env': {'PYTHONHASHSEED': '', 'SEMANTIC_SEED': ''}}",True,5,tkde_policy_v1,True,canonical,0.975340865608072,1.0,0.684416121407168,0.7275620292182069,3,1000,1000000000,112.42270938729624,8895,0.008895
FULL,x86_64,finnhub,0,1.0,0,0,0,high,value_contradiction,high,162,154,gemma,0.24641381132040616,gemma,1,1.0,vast.ai,CUDA,x86_64,True,1,0,0,0,0,0,0,0,1,0.071759,False,100hz,71.759,1,short,30000,5,True,"{'device': 'cuda', 'model': 'x86_64', 'cloud': 'vast.ai'}",tkde_policy_v1,"{'git_commit': '772da1dd8afef7db4fd43be6ab1317194ceefb17', 'python_version': '3.12.13', 'platform': 'Linux-5.15.0-174-generic-x86_64-with-glibc2.39', 'machine': 'x86_64', 'processor': 'x86_64', 'seed_env': {'PYTHONHASHSEED': '', 'SEMANTIC_SEED': ''}}",True,5,tkde_policy_v1,True,canonical,0.982185552164281,1.0,0.5230825486357297,0.6082562920252395,3,100,447247,13.935534218704273,71759,0.071759
FULL,x86_64,finnhub,0,1.0,0,0,0,low,value_contradiction,low,162,154,gemma,0.47807423471560273,gemma,1,1.0,vast.ai,CUDA,x86_64,True,1,0,0,0,0,0,0,0,1,0.073137,False,100hz,73.137,1,short,30000,5,True,"{'device': 'cuda', 'model': 'x86_64', 'cloud': 'vast.ai'}",tkde_policy_v1,"{'git_commit': '772da1dd8afef7db4fd43be6ab1317194ceefb17', 'python_version': '3.12.13', 'platform': 'Linux-5.15.0-174-generic-x86_64-with-glibc2.39', 'machine': 'x86_64', 'processor': 'x86_64', 'seed_env': {'PYTHONHASHSEED': '', 'SEMANTIC_SEED': ''}}",True,5,tkde_policy_v1,True,canonical,0.982185552164281,1.0,0.521638444914719,0.6070747526171397,3,100,444451,13.672969905793238,73137,0.073137
FULL,x86_64,finnhub,0,1.0,0,0,0,medium,split_fields,medium,186,154,gemma,0.3546143013246478,gemma,1,1.0,vast.ai,CUDA,x86_64,True,2,0,0,1,0,0,1,0,0,0.074136,False,100hz,74.136,1,short,30000,5,True,"{'device': 'cuda', 'model': 'x86_64', 'cloud': 'vast.ai'}",tkde_policy_v1,"{'git_commit': '772da1dd8afef7db4fd43be6ab1317194ceefb17', 'python_version': '3.12.13', 'platform': 'Linux-5.15.0-174-generic-x86_64-with-glibc2.39', 'machine': 'x86_64', 'processor': 'x86_64', 'seed_env': {'PYTHONHASHSEED': '', 'SEMANTIC_SEED': ''}}",True,5,tkde_policy_v1,True,canonical,0.9726810653924818,1.0,0.5187241919281781,0.6038695217705873,3,100,437905,13.48872342721485,74136,0.074136
FULL,x86_64,finnhub,0,1.0,0,0,0,high,split_fields,high,186,154,json,0.503247631003021,json,1,1.0,vast.ai,CUDA,x86_64,True,2,0,0,1,0,0,1,0,0,0.00531,False,100hz,5.31,1,short,30000,5,True,"{'device': 'cuda', 'model': 'x86_64', 'cloud': 'vast.ai'}",tkde_policy_v1,"{'git_commit': '772da1dd8afef7db4fd43be6ab1317194ceefb17', 'python_version': '3.12.13', 'platform': 'Linux-5.15.0-174-generic-x86_64-with-glibc2.39', 'machine': 'x86_64', 'processor': 'x86_64', 'seed_env': {'PYTHONHASHSEED': '', 'SEMANTIC_SEED': ''}}",True,5,tkde_policy_v1,True,canonical,0.9726810653924818,1.0,0.9945362130784963,0.9931702663481204,3,100,100000000,188.32391713747649,5310,0.00531
FULL,x86_64,finnhub,0,1.0,0,0,0,low,merged_fields,low,152,154,json,0.20428396281439012,json,1,1.0,vast.ai,CUDA,x86_64,True,1,0,1,0,0,0,0,0,0,0.005402,False,100hz,5.402,1,short,30000,5,True,"{'device': 'cuda', 'model': 'x86_64', 'cloud': 'vast.ai'}",tkde_policy_v1,"{'git_commit': '772da1dd8afef7db4fd43be6ab1317194ceefb17', 'python_version': '3.12.13', 'platform': 'Linux-5.15.0-174-generic-x86_64-with-glibc2.39', 'machine': 'x86_64', 'processor': 'x86_64', 'seed_env': {'PYTHONHASHSEED': '', 'SEMANTIC_SEED': ''}}",True,5,tkde_policy_v1,True,canonical,0.8757823997940426,1.0,0.9751564799588086,0.9689455999485107,3,100,100000000,185.11662347278786,5402,0.005402
FULL,x86_64,finnhub,0,1.0,0,0,0,medium,type_mismatch,medium,151,154,json,0.8441018177372549,json,1,1.0,vast.ai,CUDA,x86_64,True,1,0,0,0,0,0,0,1,0,0.005342,False,100hz,5.342,1,short,30000,5,True,"{'device': 'cuda', 'model': 'x86_64', 'cloud': 'vast.ai'}",tkde_policy_v1,"{'git_commit': '772da1dd8afef7db4fd43be6ab1317194ceefb17', 'python_version': '3.12.13', 'platform': 'Linux-5.15.0-174-generic-x86_64-with-glibc2.39', 'machine': 'x86_64', 'processor': 'x86_64', 'seed_env': {'PYTHONHASHSEED': '', 'SEMANTIC_SEED': ''}}",True,5,tkde_policy_v1,True,canonical,0.9769482746436979,1.0,0.9953896549287395,0.9942370686609244,3,100,100000000,187.19580681392736,5342,0.005342
FULL,x86_64,finnhub,0,1.0,0,0,0,high,nested_corruption,high,163,154,schema,0.2894264684456417,schema,1,1.0,vast.ai,CUDA,x86_64,True,1,0,0,0,1,0,0,0,0,0.006113,False,100hz,6.113,1,short,30000,5,True,"{'device': 'cuda', 'model': 'x86_64', 'cloud': 'vast.ai'}",tkde_policy_v1,"{'git_commit': '772da1dd8afef7db4fd43be6ab1317194ceefb17', 'python_version': '3.12.13', 'platform': 'Linux-5.15.0-174-generic-x86_64-with-glibc2.39', 'machine': 'x86_64', 'processor': 'x86_64', 'seed_env': {'PYTHONHASHSEED': '', 'SEMANTIC_SEED': ''}}",True,5,tkde_policy_v1,True,canonical,0.9760138851481399,1.0,0.9952027770296279,0.994003471287035,3,100,100000000,163.58580075249466,6113,0.006113
FULL,x86_64,finnhub,0,1.0,0,0,0,low,nested_corruption,low,194,154,schema,0.38112293121705254,schema,1,1.0,vast.ai,CUDA,x86_64,True,2,0,0,1,0,0,1,0,0,0.006473,False,100hz,6.473,1,short,30000,5,True,"{'device': 'cuda', 'model': 'x86_64', 'cloud': 'vast.ai'}",tkde_policy_v1,"{'git_commit': '772da1dd8afef7db4fd43be6ab1317194ceefb17', 'python_version': '3.12.13', 'platform': 'Linux-5.15.0-174-generic-x86_64-with-glibc2.39', 'machine': 'x86_64', 'processor': 'x86_64', 'seed_env': {'PYTHONHASHSEED': '', 'SEMANTIC_SEED': ''}}",True,5,tkde_policy_v1,True,canonical,0.9262705599795722,1.0,0.9852541119959144,0.981567639994893,3,100,100000000,154.4878727019929,6473,0.006473
FULL,x86_64,finnhub,0,1.0,0,0,0,medium,type_mismatch,medium,148,154,schema,0.4404501192159662,schema,1,1.0,vast.ai,CUDA,x86_64,True,1,0,0,0,0,0,0,1,0,0.005652,False,100hz,5.652,1,short,30000,5,True,"{'device': 'cuda', 'model': 'x86_64', 'cloud': 'vast.ai'}",tkde_policy_v1,"{'git_commit': '772da1dd8afef7db4fd43be6ab1317194ceefb17', 'python_version': '3.12.13', 'platform': 'Linux-5.15.0-174-generic-x86_64-with-glibc2.39', 'machine': 'x86_64', 'processor': 'x86_64', 'seed_env': {'PYTHONHASHSEED': '', 'SEMANTIC_SEED': ''}}",True,5,tkde_policy_v1,True,canonical,0.9957519499272197,1.0,0.9991503899854439,0.998937987481805,3,100,100000000,176.92852087756546,5652,0.005652
FULL,x86_64,finnhub,0,1.0,0,0,0,high,value_contradiction,high,154,154,gemma,0.8489850763299381,gemma,1,0.0,vast.ai,CUDA,x86_64,False,0,0,0,0,0,0,0,0,0,0.07678,False,1mhz,76.78,1,short,30000,5,True,"{'device': 'cuda', 'model': 'x86_64', 'cloud': 'vast.ai'}",tkde_policy_v1,"{'git_commit': '772da1dd8afef7db4fd43be6ab1317194ceefb17', 'python_version': '3.12.13', 'platform': 'Linux-5.15.0-174-generic-x86_64-with-glibc2.39', 'machine': 'x86_64', 'processor': 'x86_64', 'seed_env': {'PYTHONHASHSEED': '', 'SEMANTIC_SEED': ''}}",True,5,tkde_policy_v1,True,canonical,1.0,0.0,0.22605300859598854,0.2695402448554311,3,1000000,449222,13.024225058609012,76780,0.07678
FULL,x86_64,finnhub,0,1.0,0,0,0,low,type_mismatch,low,148,154,gemma,0.8218750348331637,gemma,1,1.0,vast.ai,CUDA,x86_64,True,1,0,0,0,0,0,0,1,0,0.07836,False,1mhz,78.36,1,short,30000,5,True,"{'device': 'cuda', 'model': 'x86_64', 'cloud': 'vast.ai'}",tkde_policy_v1,"{'git_commit': '772da1dd8afef7db4fd43be6ab1317194ceefb17', 'python_version': '3.12.13', 'platform': 'Linux-5.15.0-174-generic-x86_64-with-glibc2.39', 'machine': 'x86_64', 'processor': 'x86_64', 'seed_env': {'PYTHONHASHSEED': '', 'SEMANTIC_SEED': ''}}",True,5,tkde_policy_v1,True,canonical,0.9957519499272197,1.0,0.4746780826858013,0.568084235567563,3,1000000,442712,12.761613067891782,78360,0.07836
FULL,x86_64,finnhub,0,1.0,0,0,0,medium,missing_keys,medium,138,154,gemma,0.7040440958463059,gemma,1,1.0,vast.ai,CUDA,x86_64,True,1,0,0,1,0,0,0,0,0,0.076587,False,1mhz,76.587,1,short,30000,5,True,"{'device': 'cuda', 'model': 'x86_64', 'cloud': 'vast.ai'}",tkde_policy_v1,"{'git_commit': '772da1dd8afef7db4fd43be6ab1317194ceefb17', 'python_version': '3.12.13', 'platform': 'Linux-5.15.0-174-generic-x86_64-with-glibc2.39', 'machine': 'x86_64', 'processor': 'x86_64', 'seed_env': {'PYTHONHASHSEED': '', 'SEMANTIC_SEED': ''}}",True,5,tkde_policy_v1,True,canonical,0.9742617635847302,1.0,0.4709710151531297,0.5631549273625541,3,1000000,446574,13.057046235000717,76587,0.076587
FULL,x86_64,finnhub,0,1.0,0,0,0,high,renamed_keys,high,156,154,json,0.5633038783575588,json,1,1.0,vast.ai,CUDA,x86_64,True,1,0,0,0,0,1,0,0,0,0.010579,False,1mhz,10.579,1,short,30000,5,True,"{'device': 'cuda', 'model': 'x86_64', 'cloud': 'vast.ai'}",tkde_policy_v1,"{'git_commit': '772da1dd8afef7db4fd43be6ab1317194ceefb17', 'python_version': '3.12.13', 'platform': 'Linux-5.15.0-174-generic-x86_64-with-glibc2.39', 'machine': 'x86_64', 'processor': 'x86_64', 'seed_env': {'PYTHONHASHSEED': '', 'SEMANTIC_SEED': ''}}",True,5,tkde_policy_v1,True,canonical,0.985106055795927,1.0,0.6361080813737614,0.6880952113683976,3,1000000,833333333,94.52689290103035,10579,0.010579
FULL,x86_64,finnhub,0,1.0,0,0,0,low,type_mismatch,low,148,154,json,0.28857651393132766,json,1,1.0,vast.ai,CUDA,x86_64,True,1,0,0,0,0,0,0,1,0,0.010683,False,1mhz,10.683,1,short,30000,5,True,"{'device': 'cuda', 'model': 'x86_64', 'cloud': 'vast.ai'}",tkde_policy_v1,"{'git_commit': '772da1dd8afef7db4fd43be6ab1317194ceefb17', 'python_version': '3.12.13', 'platform': 'Linux-5.15.0-174-generic-x86_64-with-glibc2.39', 'machine': 'x86_64', 'processor': 'x86_64', 'seed_env': {'PYTHONHASHSEED': '', 'SEMANTIC_SEED': ''}}",True,5,tkde_policy_v1,True,canonical,0.9957519499272197,1.0,0.6363964819071888,0.6893760666730433,3,1000000,1153846153,93.60666479453337,10683,0.010683
FULL,x86_64,finnhub,0,1.0,0,0,0,medium,type_mismatch,medium,151,154,json,0.680451446068748,json,1,1.0,vast.ai,CUDA,x86_64,True,1,0,0,0,0,0,0,1,0,0.016318,False,1mhz,16.318,1,short,30000,5,True,"{'device': 'cuda', 'model': 'x86_64', 'cloud': 'vast.ai'}",tkde_policy_v1,"{'git_commit': '772da1dd8afef7db4fd43be6ab1317194ceefb17', 'python_version': '3.12.13', 'platform': 'Linux-5.15.0-174-generic-x86_64-with-glibc2.39', 'machine': 'x86_64', 'processor': 'x86_64', 'seed_env': {'PYTHONHASHSEED': '', 'SEMANTIC_SEED': ''}}",True,5,tkde_policy_v1,True,canonical,0.9769482746436979,1.0,0.5679751433464378,0.6361784830499427,3,1000000,937500000,61.282019855374436,16318,0.016318
FULL,x86_64,finnhub,0,1.0,0,0,0,high,merged_fields,high,154,154,schema,0.3440966050354659,schema,1,0.0,vast.ai,CUDA,x86_64,False,0,0,0,0,0,0,0,0,0,0.011172,False,1mhz,11.172,1,short,30000,5,True,"{'device': 'cuda', 'model': 'x86_64', 'cloud': 'vast.ai'}",tkde_policy_v1,"{'git_commit': '772da1dd8afef7db4fd43be6ab1317194ceefb17', 'python_version': '3.12.13', 'platform': 'Linux-5.15.0-174-generic-x86_64-with-glibc2.39', 'machine': 'x86_64', 'processor': 'x86_64', 'seed_env': {'PYTHONHASHSEED': '', 'SEMANTIC_SEED': ''}}",True,5,tkde_policy_v1,True,canonical,1.0,0.0,0.3790503043322592,0.3842910848549946,3,1000000,857142857,89.50948800572861,11172,0.011172
FULL,x86_64,finnhub,0,1.0,0,0,0,low,type_mismatch,low,148,154,schema,0.6741353894198643,schema,1,1.0,vast.ai,CUDA,x86_64,True,1,0,0,0,0,0,0,1,0,0.011808,False,1mhz,11.808,1,short,30000,5,True,"{'device': 'cuda', 'model': 'x86_64', 'cloud': 'vast.ai'}",tkde_policy_v1,"{'git_commit': '772da1dd8afef7db4fd43be6ab1317194ceefb17', 'python_version': '3.12.13', 'platform': 'Linux-5.15.0-174-generic-x86_64-with-glibc2.39', 'machine': 'x86_64', 'processor': 'x86_64', 'seed_env': {'PYTHONHASHSEED': '', 'SEMANTIC_SEED': ''}}",True,5,tkde_policy_v1,True,canonical,0.9957519499272197,1.0,0.6185567246737909,0.6759959143110732,3,1000000,1363636363,84.68834688346882,11808,0.011808
FULL,x86_64,finnhub,0,1.0,0,0,0,medium,type_mismatch,medium,148,154,schema,0.27676574138267573,schema,1,1.0,vast.ai,CUDA,x86_64,True,1,0,0,0,0,0,0,1,0,0.015045,False,1mhz,15.045,1,short,30000,5,True,"{'device': 'cuda', 'model': 'x86_64', 'cloud': 'vast.ai'}",tkde_policy_v1,"{'git_commit': '772da1dd8afef7db4fd43be6ab1317194ceefb17', 'python_version': '3.12.13', 'platform': 'Linux-5.15.0-174-generic-x86_64-with-glibc2.39', 'machine': 'x86_64', 'processor': 'x86_64', 'seed_env': {'PYTHONHASHSEED': '', 'SEMANTIC_SEED': ''}}",True,5,tkde_policy_v1,True,canonical,0.9957519499272197,1.0,0.5821081832722502,0.6486588249693422,3,1000000,1363636363,66.46726487205052,15045,0.015045
FULL,x86_64,openf1,0,1.0,0,0,0,high,value_contradiction,high,144,144,gemma,0.10839428760045307,gemma,1,0.0,vast.ai,CUDA,x86_64,False,0,0,0,0,0,0,0,0,0,0.080166,False,1000hz,80.166,1,long,3000000,5,True,"{'device': 'cuda', 'model': 'x86_64', 'cloud': 'vast.ai'}",tkde_policy_v1,"{'git_commit': '772da1dd8afef7db4fd43be6ab1317194ceefb17', 'python_version': '3.12.13', 'platform': 'Linux-5.15.0-174-generic-x86_64-with-glibc2.39', 'machine': 'x86_64', 'processor': 'x86_64', 'seed_env': {'PYTHONHASHSEED': '', 'SEMANTIC_SEED': ''}}",True,5,tkde_policy_v1,True,canonical,1.0,0.0,0.22931417309083652,0.27245340917595984,3,1000,45550477,12.4741162088666,80166,0.080166
FULL,x86_64,openf1,0,1.0,0,0,0,low,renamed_keys,low,155,144,gemma,0.5677748926711493,gemma,1,1.0,vast.ai,CUDA,x86_64,True,2,1,0,1,0,0,0,0,0,0.08392,False,1000hz,83.92,1,long,3000000,5,True,"{'device': 'cuda', 'model': 'x86_64', 'cloud': 'vast.ai'}",tkde_policy_v1,"{'git_commit': '772da1dd8afef7db4fd43be6ab1317194ceefb17', 'python_version': '3.12.13', 'platform': 'Linux-5.15.0-174-generic-x86_64-with-glibc2.39', 'machine': 'x86_64', 'processor': 'x86_64', 'seed_env': {'PYTHONHASHSEED': '', 'SEMANTIC_SEED': ''}}",True,5,tkde_policy_v1,True,canonical,0.9798150461617766,1.0,0.47396586909889493,0.5664027605871553,3,1000,44312491,11.916110581506198,83920,0.08392
FULL,x86_64,openf1,0,1.0,0,0,0,medium,value_contradiction,medium,144,144,gemma,0.6609423022608418,gemma,1,0.0,vast.ai,CUDA,x86_64,False,0,0,0,0,0,0,0,0,0,0.082362,False,1000hz,82.362,1,long,3000000,5,True,"{'device': 'cuda', 'model': 'x86_64', 'cloud': 'vast.ai'}",tkde_policy_v1,"{'git_commit': '772da1dd8afef7db4fd43be6ab1317194ceefb17', 'python_version': '3.12.13', 'platform': 'Linux-5.15.0-174-generic-x86_64-with-glibc2.39', 'machine': 'x86_64', 'processor': 'x86_64', 'seed_env': {'PYTHONHASHSEED': '', 'SEMANTIC_SEED': ''}}",True,5,tkde_policy_v1,True,canonical,1.0,0.0,0.22853257570238705,0.2718547388358709,3,1000,44890691,12.14152157548384,82362,0.082362
FULL,x86_64,openf1,0,1.0,0,0,0,high,value_contradiction,high,144,144,json,0.6003564157083331,json,1,0.0,vast.ai,CUDA,x86_64,False,0,0,0,0,0,0,0,0,0,0.017622,False,1000hz,17.622,1,long,3000000,5,True,"{'device': 'cuda', 'model': 'x86_64', 'cloud': 'vast.ai'}",tkde_policy_v1,"{'git_commit': '772da1dd8afef7db4fd43be6ab1317194ceefb17', 'python_version': '3.12.13', 'platform': 'Linux-5.15.0-174-generic-x86_64-with-glibc2.39', 'machine': 'x86_64', 'processor': 'x86_64', 'seed_env': {'PYTHONHASHSEED': '', 'SEMANTIC_SEED': ''}}",True,5,tkde_policy_v1,True,canonical,1.0,0.0,0.33335603223243676,0.3521450459652707,3,1000,1000000000,56.74724775848372,17622,0.017622
FULL,x86_64,openf1,0,1.0,0,0,0,low,missing_keys,low,117,144,json,0.40435903107771165,json,1,1.0,vast.ai,CUDA,x86_64,True,1,0,0,1,0,0,0,0,0,0.017884,False,1000hz,17.884,1,long,3000000,5,True,"{'device': 'cuda', 'model': 'x86_64', 'cloud': 'vast.ai'}",tkde_policy_v1,"{'git_commit': '772da1dd8afef7db4fd43be6ab1317194ceefb17', 'python_version': '3.12.13', 'platform': 'Linux-5.15.0-174-generic-x86_64-with-glibc2.39', 'machine': 'x86_64', 'processor': 'x86_64', 'seed_env': {'PYTHONHASHSEED': '', 'SEMANTIC_SEED': ''}}",True,5,tkde_policy_v1,True,canonical,0.9697110098684374,1.0,0.5753445728079528,0.6430763769359082,3,1000,1000000000,55.91590248266607,17884,0.017884
FULL,x86_64,openf1,0,1.0,0,0,0,medium,split_fields,medium,169,144,json,0.47590795818983145,json,1,1.0,vast.ai,CUDA,x86_64,True,2,0,0,1,0,0,1,0,0,0.018327,False,1000hz,18.327,1,long,3000000,5,True,"{'device': 'cuda', 'model': 'x86_64', 'cloud': 'vast.ai'}",tkde_policy_v1,"{'git_commit': '772da1dd8afef7db4fd43be6ab1317194ceefb17', 'python_version': '3.12.13', 'platform': 'Linux-5.15.0-174-generic-x86_64-with-glibc2.39', 'machine': 'x86_64', 'processor': 'x86_64', 'seed_env': {'PYTHONHASHSEED': '', 'SEMANTIC_SEED': ''}}",True,5,tkde_policy_v1,True,canonical,0.9810232701967581,1.0,0.5744307685152614,0.6434715648073333,3,1000,1000000000,54.56430403230207,18327,0.018327
FULL,x86_64,openf1,0,1.0,0,0,0,high,merged_fields,high,144,144,schema,0.1459732509746634,schema,1,0.0,vast.ai,CUDA,x86_64,False,0,0,0,0,0,0,0,0,0,0.018585,False,1000hz,18.585,1,long,3000000,5,True,"{'device': 'cuda', 'model': 'x86_64', 'cloud': 'vast.ai'}",tkde_policy_v1,"{'git_commit': '772da1dd8afef7db4fd43be6ab1317194ceefb17', 'python_version': '3.12.13', 'platform': 'Linux-5.15.0-174-generic-x86_64-with-glibc2.39', 'machine': 'x86_64', 'processor': 'x86_64', 'seed_env': {'PYTHONHASHSEED': '', 'SEMANTIC_SEED': ''}}",True,5,tkde_policy_v1,True,canonical,1.0,0.0,0.3264460586494485,0.34685230024213076,3,1000,1000000000,53.80683346785042,18585,0.018585
FULL,x86_64,openf1,0,1.0,0,0,0,low,extra_keys,low,168,144,schema,0.18199173907332178,schema,1,1.0,vast.ai,CUDA,x86_64,True,1,1,0,0,0,0,0,0,0,0.021099,False,1000hz,21.099,1,long,3000000,5,True,"{'device': 'cuda', 'model': 'x86_64', 'cloud': 'vast.ai'}",tkde_policy_v1,"{'git_commit': '772da1dd8afef7db4fd43be6ab1317194ceefb17', 'python_version': '3.12.13', 'platform': 'Linux-5.15.0-174-generic-x86_64-with-glibc2.39', 'machine': 'x86_64', 'processor': 'x86_64', 'seed_env': {'PYTHONHASHSEED': '', 'SEMANTIC_SEED': ''}}",True,5,tkde_policy_v1,True,canonical,0.9966486785930573,1.0,0.5607094219596656,0.6344742697477951,3,1000,1000000000,47.39561116640599,21099,0.021099
FULL,x86_64,openf1,0,1.0,0,0,0,medium,value_contradiction,medium,144,144,schema,0.2828751748892871,schema,1,0.0,vast.ai,CUDA,x86_64,False,0,0,0,0,0,0,0,0,0,0.019332,False,1000hz,19.332,1,long,3000000,5,True,"{'device': 'cuda', 'model': 'x86_64', 'cloud': 'vast.ai'}",tkde_policy_v1,"{'git_commit': '772da1dd8afef7db4fd43be6ab1317194ceefb17', 'python_version': '3.12.13', 'platform': 'Linux-5.15.0-174-generic-x86_64-with-glibc2.39', 'machine': 'x86_64', 'processor': 'x86_64', 'seed_env': {'PYTHONHASHSEED': '', 'SEMANTIC_SEED': ''}}",True,5,tkde_policy_v1,True,canonical,1.0,0.0,0.32156010759362713,0.34310986964618245,3,1000,1000000000,51.72770535899028,19332,0.019332
FULL,x86_64,openf1,0,1.0,0,0,0,high,extra_keys,high,172,144,gemma,0.34919576090930216,gemma,1,1.0,vast.ai,CUDA,x86_64,True,1,1,0,0,0,0,0,0,0,0.079186,False,100hz,79.186,1,long,3000000,5,True,"{'device': 'cuda', 'model': 'x86_64', 'cloud': 'vast.ai'}",tkde_policy_v1,"{'git_commit': '772da1dd8afef7db4fd43be6ab1317194ceefb17', 'python_version': '3.12.13', 'platform': 'Linux-5.15.0-174-generic-x86_64-with-glibc2.39', 'machine': 'x86_64', 'processor': 'x86_64', 'seed_env': {'PYTHONHASHSEED': '', 'SEMANTIC_SEED': ''}}",True,5,tkde_policy_v1,True,canonical,0.9965360141719735,1.0,0.5187639249822491,0.6059622307548742,3,100,45327491,12.62849493597353,79186,0.079186
FULL,x86_64,openf1,0,1.0,0,0,0,low,split_fields,low,169,144,gemma,0.722183895074467,gemma,1,1.0,vast.ai,CUDA,x86_64,True,2,0,0,1,0,0,1,0,0,0.081303,False,100hz,81.303,1,long,3000000,5,True,"{'device': 'cuda', 'model': 'x86_64', 'cloud': 'vast.ai'}",tkde_policy_v1,"{'git_commit': '772da1dd8afef7db4fd43be6ab1317194ceefb17', 'python_version': '3.12.13', 'platform': 'Linux-5.15.0-174-generic-x86_64-with-glibc2.39', 'machine': 'x86_64', 'processor': 'x86_64', 'seed_env': {'PYTHONHASHSEED': '', 'SEMANTIC_SEED': ''}}",True,5,tkde_policy_v1,True,canonical,0.9810232701967581,1.0,0.5138528343033025,0.6006043286742402,3,100,44284364,12.299669138900164,81303,0.081303
FULL,x86_64,openf1,0,1.0,0,0,0,medium,merged_fields,medium,140,144,gemma,0.23180717604630907,gemma,1,1.0,vast.ai,CUDA,x86_64,True,1,0,1,0,0,0,0,0,0,0.080101,False,100hz,80.101,1,long,3000000,5,True,"{'device': 'cuda', 'model': 'x86_64', 'cloud': 'vast.ai'}",tkde_policy_v1,"{'git_commit': '772da1dd8afef7db4fd43be6ab1317194ceefb17', 'python_version': '3.12.13', 'platform': 'Linux-5.15.0-174-generic-x86_64-with-glibc2.39', 'machine': 'x86_64', 'processor': 'x86_64', 'seed_env': {'PYTHONHASHSEED': '', 'SEMANTIC_SEED': ''}}",True,5,tkde_policy_v1,True,canonical,0.9060585576836768,1.0,0.4998750241046184,0.5826937133400962,3,100,45339136,12.484238648706008,80101,0.080101
FULL,x86_64,openf1,0,1.0,0,0,0,high,extra_keys,high,172,144,json,0.48554174490387103,json,1,1.0,vast.ai,CUDA,x86_64,True,1,1,0,0,0,0,0,0,0,0.01441,False,100hz,14.41,1,long,3000000,5,True,"{'device': 'cuda', 'model': 'x86_64', 'cloud': 'vast.ai'}",tkde_policy_v1,"{'git_commit': '772da1dd8afef7db4fd43be6ab1317194ceefb17', 'python_version': '3.12.13', 'platform': 'Linux-5.15.0-174-generic-x86_64-with-glibc2.39', 'machine': 'x86_64', 'processor': 'x86_64', 'seed_env': {'PYTHONHASHSEED': '', 'SEMANTIC_SEED': ''}}",True,5,tkde_policy_v1,True,canonical,0.9965360141719735,1.0,0.8309865921473719,0.8614171402536112,3,100,100000000,69.39625260235948,14410,0.01441
FULL,x86_64,openf1,0,1.0,0,0,0,low,split_fields,low,238,144,json,0.3797720287967493,json,1,1.0,vast.ai,CUDA,x86_64,True,1,1,0,0,0,0,0,0,0,0.015281,False,100hz,15.281,1,long,3000000,5,True,"{'device': 'cuda', 'model': 'x86_64', 'cloud': 'vast.ai'}",tkde_policy_v1,"{'git_commit': '772da1dd8afef7db4fd43be6ab1317194ceefb17', 'python_version': '3.12.13', 'platform': 'Linux-5.15.0-174-generic-x86_64-with-glibc2.39', 'machine': 'x86_64', 'processor': 'x86_64', 'seed_env': {'PYTHONHASHSEED': '', 'SEMANTIC_SEED': ''}}",True,5,tkde_policy_v1,True,canonical,0.9976859863041418,1.0,0.8094612859984764,0.8439048419068385,3,100,100000000,65.4407434068451,15281,0.015281
