timestamp,elapsed_seconds,hardware_tier,power_draw_w,gpu_power_w,cpu_power_w,temperature_c,cumulative_kwh,estimated_gCO2e,gpu_energy_draw_joules,cpu_energy_draw_joules,gpu_power_source,cpu_power_source,measurement_quality,assigned_gpu_id,amd_device_path,amd_target_device_path,amd_sensor_relation,gpu_measurement_scope,energy_sensor_owner
2026-08-11T16:24:47Z,1.0,NVIDIA,269.17,269.17,0.0,34,7.5e-05,0.0225,269.44,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:24:48Z,2.0,NVIDIA,265.65,265.65,0.0,35,0.000149,0.0446,535.23,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:24:49Z,3.0,NVIDIA,254.0,254.0,0.0,34,0.000219,0.0658,789.34,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:24:50Z,4.0,NVIDIA,226.55,226.55,0.0,34,0.000282,0.0847,1016.0,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:24:51Z,5.0,NVIDIA,273.75,273.75,0.0,34,0.000358,0.1075,1289.9,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:24:52Z,6.0,NVIDIA,285.61,285.61,0.0,35,0.000438,0.1313,1575.65,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:24:53Z,7.0,NVIDIA,252.52,252.52,0.0,35,0.000508,0.1524,1828.34,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:24:54Z,8.0,NVIDIA,248.56,248.56,0.0,34,0.000577,0.1731,2077.0,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:24:55Z,9.01,NVIDIA,300.46,300.46,0.0,35,0.00066,0.1981,2377.62,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:24:56Z,10.01,NVIDIA,320.18,320.18,0.0,38,0.000749,0.2248,2698.08,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:24:57Z,11.01,NVIDIA,272.38,272.38,0.0,35,0.000825,0.2475,2970.58,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:24:58Z,12.01,NVIDIA,291.08,291.08,0.0,35,0.000906,0.2718,3261.91,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:24:59Z,13.01,NVIDIA,295.72,295.72,0.0,35,0.000988,0.2965,3557.8,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:25:00Z,14.01,NVIDIA,261.19,261.19,0.0,35,0.001061,0.3183,3819.12,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
