timestamp,elapsed_seconds,hardware_tier,power_draw_w,gpu_power_w,cpu_power_w,temperature_c,cumulative_kwh,estimated_gCO2e,gpu_energy_draw_joules,cpu_energy_draw_joules,gpu_power_source,cpu_power_source,measurement_quality,assigned_gpu_id,amd_device_path,amd_target_device_path,amd_sensor_relation,gpu_measurement_scope,energy_sensor_owner
2026-08-11T16:31:28Z,1.0,NVIDIA,271.07,271.07,0.0,35,7.5e-05,0.0226,271.37,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:31:29Z,2.0,NVIDIA,270.01,270.01,0.0,35,0.00015,0.0451,541.5,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:31:30Z,3.0,NVIDIA,254.77,254.77,0.0,36,0.000221,0.0664,796.4,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:31:31Z,4.0,NVIDIA,233.93,233.93,0.0,35,0.000286,0.0859,1030.45,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:31:32Z,5.0,NVIDIA,277.26,277.26,0.0,35,0.000363,0.109,1307.85,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:31:33Z,6.0,NVIDIA,286.28,286.28,0.0,36,0.000443,0.1329,1594.29,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:31:34Z,7.0,NVIDIA,269.79,269.79,0.0,36,0.000518,0.1554,1864.21,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:31:35Z,8.0,NVIDIA,230.92,230.92,0.0,35,0.000582,0.1746,2095.24,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:31:36Z,9.01,NVIDIA,311.25,311.25,0.0,36,0.000669,0.2006,2406.63,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:31:37Z,10.01,NVIDIA,320.37,320.37,0.0,36,0.000758,0.2273,2727.19,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:31:38Z,11.01,NVIDIA,272.51,272.51,0.0,36,0.000833,0.25,2999.83,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:31:39Z,12.01,NVIDIA,286.06,286.06,0.0,35,0.000913,0.2738,3286.19,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:31:40Z,13.01,NVIDIA,294.73,294.73,0.0,36,0.000995,0.2984,3581.08,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:31:41Z,14.01,NVIDIA,263.78,263.78,0.0,36,0.001068,0.3204,3844.98,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:31:42Z,15.01,NVIDIA,308.15,308.15,0.0,36,0.001154,0.3461,4153.27,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:31:43Z,16.01,NVIDIA,260.5,260.5,0.0,35,0.001226,0.3678,4413.91,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:31:44Z,17.01,NVIDIA,307.94,307.94,0.0,36,0.001312,0.3935,4722.01,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:31:45Z,18.01,NVIDIA,324.17,324.17,0.0,38,0.001402,0.4205,5046.32,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:31:46Z,19.01,NVIDIA,269.27,269.27,0.0,36,0.001477,0.443,5315.72,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:31:47Z,20.01,NVIDIA,300.88,300.88,0.0,36,0.00156,0.4681,5616.78,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:31:48Z,21.01,NVIDIA,291.29,291.29,0.0,36,0.001641,0.4924,5908.2,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:31:49Z,22.01,NVIDIA,248.51,248.51,0.0,35,0.00171,0.5131,6156.88,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:31:50Z,23.01,NVIDIA,275.4,275.4,0.0,35,0.001787,0.536,6432.44,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:31:51Z,24.01,NVIDIA,259.83,259.83,0.0,35,0.001859,0.5577,6692.39,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:31:52Z,25.01,NVIDIA,299.87,299.87,0.0,36,0.001942,0.5827,6992.39,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:31:53Z,26.01,NVIDIA,280.4,280.4,0.0,36,0.00202,0.6061,7272.91,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:31:54Z,27.01,NVIDIA,326.43,326.43,0.0,36,0.002111,0.6333,7599.51,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:31:55Z,28.02,NVIDIA,313.59,313.59,0.0,36,0.002198,0.6594,7913.23,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:31:56Z,29.02,NVIDIA,293.62,293.62,0.0,37,0.00228,0.6839,8206.99,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:31:57Z,30.02,NVIDIA,247.34,247.34,0.0,35,0.002348,0.7045,8454.44,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:31:58Z,31.02,NVIDIA,270.83,270.83,0.0,35,0.002424,0.7271,8725.43,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:31:59Z,32.02,NVIDIA,260.68,260.68,0.0,35,0.002496,0.7489,8986.23,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:32:00Z,33.02,NVIDIA,271.5,271.5,0.0,36,0.002572,0.7715,9257.87,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:32:01Z,34.02,NVIDIA,252.13,252.13,0.0,35,0.002642,0.7925,9510.13,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:32:02Z,35.02,NVIDIA,283.99,283.99,0.0,35,0.002721,0.8162,9794.36,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:32:03Z,36.02,NVIDIA,267.88,267.88,0.0,35,0.002795,0.8385,10062.36,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:32:04Z,37.02,NVIDIA,280.24,280.24,0.0,36,0.002873,0.8619,10342.74,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:32:05Z,38.02,NVIDIA,260.23,260.23,0.0,35,0.002945,0.8836,10603.09,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:32:06Z,39.02,NVIDIA,289.29,289.29,0.0,35,0.003026,0.9077,10892.53,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:32:07Z,40.02,NVIDIA,281.02,281.02,0.0,36,0.003104,0.9311,11173.67,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:32:08Z,41.02,NVIDIA,263.06,263.06,0.0,36,0.003177,0.9531,11436.87,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:32:09Z,42.02,NVIDIA,291.91,291.91,0.0,36,0.003258,0.9774,11729.1,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:32:10Z,43.02,NVIDIA,325.99,325.99,0.0,37,0.003349,1.0046,12055.22,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:32:11Z,44.02,NVIDIA,289.6,289.6,0.0,36,0.003429,1.0287,12344.96,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:32:12Z,45.02,NVIDIA,302.53,302.53,0.0,36,0.003513,1.054,12647.63,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:32:13Z,46.02,NVIDIA,330.98,330.98,0.0,39,0.003605,1.0816,12978.78,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:32:14Z,47.03,NVIDIA,289.25,289.25,0.0,36,0.003686,1.1057,13268.15,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:32:15Z,48.03,NVIDIA,297.92,297.92,0.0,36,0.003768,1.1305,13566.23,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:32:16Z,49.03,NVIDIA,320.33,320.33,0.0,36,0.003857,1.1572,13886.85,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:32:17Z,50.03,NVIDIA,276.31,276.31,0.0,35,0.003934,1.1803,14163.76,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:32:18Z,51.03,NVIDIA,280.36,280.36,0.0,36,0.004012,1.2037,14444.23,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:32:19Z,52.03,NVIDIA,301.98,301.98,0.0,36,0.004096,1.2289,14746.34,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:32:20Z,53.03,NVIDIA,303.54,303.54,0.0,36,0.004181,1.2542,15050.04,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:32:21Z,54.03,NVIDIA,295.19,295.19,0.0,36,0.004263,1.2788,15345.81,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
