timestamp,elapsed_seconds,hardware_tier,power_draw_w,gpu_power_w,cpu_power_w,temperature_c,cumulative_kwh,estimated_gCO2e,gpu_energy_draw_joules,cpu_energy_draw_joules,gpu_power_source,cpu_power_source,measurement_quality,assigned_gpu_id,amd_device_path,amd_target_device_path,amd_sensor_relation,gpu_measurement_scope,energy_sensor_owner
2026-08-11T16:38:08Z,1.0,NVIDIA,266.44,266.44,0.0,35,7.4e-05,0.0222,266.74,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:38:09Z,2.0,NVIDIA,266.38,266.38,0.0,35,0.000148,0.0444,533.24,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:38:10Z,3.0,NVIDIA,252.44,252.44,0.0,35,0.000218,0.0655,785.8,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:38:11Z,4.0,NVIDIA,241.01,241.01,0.0,39,0.000285,0.0856,1026.92,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:38:12Z,5.0,NVIDIA,277.77,277.77,0.0,35,0.000362,0.1087,1304.83,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:38:13Z,6.0,NVIDIA,288.32,288.32,0.0,35,0.000443,0.1328,1593.3,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:38:14Z,7.0,NVIDIA,272.1,272.1,0.0,35,0.000518,0.1555,1865.51,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:38:15Z,8.0,NVIDIA,232.9,232.9,0.0,35,0.000583,0.1749,2098.62,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:38:16Z,9.01,NVIDIA,307.93,307.93,0.0,35,0.000669,0.2006,2406.79,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:38:17Z,10.01,NVIDIA,319.54,319.54,0.0,36,0.000757,0.2272,2726.56,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:38:18Z,11.01,NVIDIA,272.37,272.37,0.0,35,0.000833,0.2499,2999.08,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:38:19Z,12.01,NVIDIA,287.06,287.06,0.0,35,0.000913,0.2739,3286.27,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:38:20Z,13.01,NVIDIA,296.77,296.77,0.0,35,0.000995,0.2986,3583.19,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:38:21Z,14.01,NVIDIA,263.42,263.42,0.0,35,0.001069,0.3206,3846.76,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:38:22Z,15.01,NVIDIA,304.64,304.64,0.0,35,0.001153,0.346,4151.55,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:38:23Z,16.01,NVIDIA,258.57,258.57,0.0,35,0.001225,0.3675,4410.25,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:38:24Z,17.01,NVIDIA,305.73,305.73,0.0,35,0.00131,0.393,4716.16,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:38:25Z,18.01,NVIDIA,323.13,323.13,0.0,38,0.0014,0.42,5039.44,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:38:26Z,19.01,NVIDIA,272.84,272.84,0.0,35,0.001476,0.4427,5312.43,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:38:27Z,20.01,NVIDIA,302.9,302.9,0.0,35,0.00156,0.468,5615.47,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:38:28Z,21.01,NVIDIA,289.21,289.21,0.0,35,0.00164,0.4921,5904.85,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:38:29Z,22.01,NVIDIA,248.64,248.64,0.0,35,0.001709,0.5128,6153.58,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-11T16:38:30Z,23.01,NVIDIA,271.93,271.93,0.0,35,0.001785,0.5355,6425.64,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
