phase,api,chaos_method,reconciler,n_iterations,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,hosseini_mean,hosseini_std,hosseini_min,hosseini_max,latency_mean_ms,latency_std_ms,throughput_mean_pps,throughput_std_pps,throughput_min_pps,throughput_max_pps,total_time_mean_ms,total_time_std_ms,fast_path_latency_mean_ms,fast_path_latency_std_ms,gpu_latency_mean_ms,gpu_latency_std_ms,packets_clean_mean,packets_drifted_mean,batch_size
quantum,spacex,qwen,quantum_routed,1,0.40387196362806116,0.0,0.40387196362806116,0.40387196362806116,0.40387196362806116,0.0,0.40387196362806116,0.40387196362806116,0.0070888696738132615,0.0,39.510790812284036,0.0,39.510790812284036,39.510790812284036,63273.8537651021,0.0,29.44945194758475,0.0,62835.414696950465,0.0,2377.0,123.0,256
quantum,openweather,schema_alter,quantum_routed,1,0.5188679245283018,0.0,0.5188679245283018,0.5188679245283018,0.5188679245283018,0.0,0.5188679245283018,0.5188679245283018,0.05508934692391809,0.0,34.977858069879915,0.0,34.977858069879915,34.977858069879915,71473.78764604218,0.0,42.207031045109034,0.0,71329.58011305891,0.0,2447.0,53.0,256
quantum,hockey_nhl,schema_alter,quantum_routed,1,0.709319653097454,0.0,0.709319653097454,0.709319653097454,0.709319653097454,0.0,0.709319653097454,0.709319653097454,0.34152244422900474,0.0,49.716968907637806,0.0,49.716968907637806,49.716968907637806,50284.642345039174,0.0,13344.138007843867,0.0,30288.255552062765,0.0,2441.0,59.0,256
quantum,aviation_opensky,schema_alter,quantum_routed,1,0.403174603174603,0.0,0.403174603174603,0.403174603174603,0.403174603174603,0.0,0.403174603174603,0.403174603174603,0.006403792501678543,0.0,34.66799982321447,0.0,34.66799982321447,34.66799982321447,72112.61142115109,0.0,9855.379613814875,0.0,57938.4743750561,0.0,2437.0,63.0,256
quantum,clinical,schema_alter,quantum_routed,1,0.30212121212121223,0.0,0.30212121212121223,0.30212121212121223,0.30212121212121223,0.0,0.30212121212121223,0.30212121212121223,0.010928537724821857,0.0,32.93646075964015,0.0,32.93646075964015,32.93646075964015,75903.72317912988,0.0,286.9541198015213,0.0,75542.77585004456,0.0,2434.0,66.0,256
quantum,spacex,schema_alter,quantum_routed,1,0.33115942028985507,0.0,0.33115942028985507,0.33115942028985507,0.33115942028985507,0.0,0.33115942028985507,0.33115942028985507,0.008423195180037747,0.0,32.20908641549606,0.0,32.20908641549606,32.20908641549606,77617.84881912172,0.0,29.655412072315812,0.0,77341.96767793037,0.0,2431.0,69.0,256
quantum,football_uefa,schema_alter,quantum_routed,1,0.595631528964862,0.0,0.595631528964862,0.595631528964862,0.595631528964862,0.0,0.595631528964862,0.595631528964862,2.3679295296056404,0.0,33.96351710903751,0.0,33.96351710903751,33.96351710903751,73608.39550197124,0.0,8862.401823047549,0.0,57708.989441161975,0.0,2419.0,81.0,256
quantum,aviation_opensky,qwen,quantum_routed,1,0.4120481927710841,0.0,0.4120481927710841,0.4120481927710841,0.4120481927710841,0.0,0.4120481927710841,0.4120481927710841,0.004655120512807226,0.0,32.60403537640945,0.0,32.60403537640945,32.60403537640945,76677.62505891733,0.0,7005.811472889036,0.0,67923.69864298962,0.0,2417.0,83.0,256
quantum,smartcity_transit,schema_alter,quantum_routed,1,0.6526649776113722,0.0,0.6526649776113722,0.6526649776113722,0.6526649776113722,0.0,0.6526649776113722,0.6526649776113722,0.17639209033438452,0.0,30.7770132304265,0.0,30.7770132304265,30.7770132304265,81229.45463494398,0.0,1470.5094639211893,0.0,79088.71712116525,0.0,2419.0,81.0,256
quantum,finnhub,schema_alter,quantum_routed,1,0.3558823529411764,0.0,0.3558823529411764,0.3558823529411764,0.3558823529411764,0.0,0.3558823529411764,0.3558823529411764,0.008049003286835025,0.0,28.71590109882846,0.0,28.71590109882846,28.71590109882846,87059.77887986228,0.0,379.9802861176431,0.0,86547.64054412954,0.0,2398.0,102.0,256
quantum,openf1,schema_alter,quantum_routed,1,0.529433962264151,0.0,0.529433962264151,0.529433962264151,0.529433962264151,0.0,0.529433962264151,0.529433962264151,0.07564465093584556,0.0,28.012454383725892,0.0,28.012454383725892,28.012454383725892,89246.01770890877,0.0,350.3151349723339,0.0,88332.14483899064,0.0,2394.0,106.0,256
quantum,openweather,qwen,quantum_routed,1,0.6079646017699116,0.0,0.6079646017699116,0.6079646017699116,0.6079646017699116,0.0,0.6079646017699116,0.6079646017699116,0.010895534558633787,0.0,27.551453738787096,0.0,27.551453738787096,27.551453738787096,90739.3135658931,0.0,31.347987009212375,0.0,90187.15586396866,0.0,2387.0,113.0,256
quantum,clinical,qwen,quantum_routed,1,0.4204994863893169,0.0,0.4204994863893169,0.4204994863893169,0.4204994863893169,0.0,0.4204994863893169,0.4204994863893169,0.011584958282567687,0.0,26.906059749518732,0.0,26.906059749518732,26.906059749518732,92915.87186208926,0.0,32.12629701010883,0.0,92541.76137689501,0.0,2382.0,118.0,256
quantum,hockey_nhl,qwen,quantum_routed,1,0.7724500730674168,0.0,0.7724500730674168,0.7724500730674168,0.7724500730674169,0.0,0.7724500730674169,0.7724500730674169,0.2423426272665582,0.0,29.951716281997186,0.0,29.951716281997186,29.951716281997186,83467.6709829364,0.0,19944.771610898897,0.0,51267.38837896846,0.0,2377.0,123.0,256
quantum,football_uefa,qwen,quantum_routed,1,0.5226035502958574,0.0,0.5226035502958574,0.5226035502958574,0.5226035502958574,0.0,0.5226035502958574,0.5226035502958574,0.07475789887114213,0.0,27.04329674852308,0.0,27.04329674852308,27.04329674852308,92444.35037812218,0.0,5922.089144820347,0.0,77845.47151811421,0.0,2370.0,130.0,256
quantum,finnhub,qwen,quantum_routed,1,0.4553846153846153,0.0,0.4553846153846153,0.4553846153846153,0.4553846153846153,0.0,0.4553846153846153,0.4553846153846153,1.011671322899369,0.0,25.024076467977217,0.0,25.024076467977217,25.024076467977217,99903.78678706475,0.0,157.0963861886412,0.0,99678.60724194907,0.0,2370.0,130.0,256
quantum,smartcity_transit,qwen,quantum_routed,1,0.6854972114491946,0.0,0.6854972114491946,0.6854972114491946,0.6854972114491946,0.0,0.6854972114491946,0.6854972114491946,0.1413978830869518,0.0,25.341259259595784,0.0,25.341259259595784,25.341259259595784,98653.34529709071,0.0,3339.512184029445,0.0,93191.65826402605,0.0,2366.0,134.0,256
quantum,openweather,json_manip,quantum_routed,1,0.5899328859060403,0.0,0.5899328859060403,0.5899328859060403,0.5899328859060403,0.0,0.5899328859060403,0.5899328859060403,0.010215494494210154,0.0,23.8222906658162,0.0,23.8222906658162,23.8222906658162,104943.72833706439,0.0,300.06987415254116,0.0,104558.18912293762,0.0,2351.0,149.0,256
quantum,smartcity_transit,json_manip,quantum_routed,1,0.729934640522875,0.0,0.729934640522875,0.729934640522875,0.729934640522875,0.0,0.729934640522875,0.729934640522875,0.17781435128520517,0.0,23.838684931545924,0.0,23.838684931545924,23.838684931545924,104871.55676493421,0.0,624.7971430420876,0.0,102872.80913884751,0.0,2347.0,153.0,256
quantum,openf1,qwen,quantum_routed,1,0.5898263550795197,0.0,0.5898263550795197,0.5898263550795197,0.5898263550795197,0.0,0.5898263550795197,0.5898263550795197,0.7711053484036953,0.0,22.65307056223548,0.0,22.65307056223548,22.65307056223548,110360.31486908905,0.0,78.2293789088726,0.0,110153.49439298734,0.0,2342.0,158.0,256
quantum,clinical,json_manip,quantum_routed,1,0.5301874999999998,0.0,0.5301874999999998,0.5301874999999998,0.5301874999999998,0.0,0.5301874999999998,0.5301874999999998,0.01371944963466376,0.0,22.315043374027535,0.0,22.315043374027535,22.315043374027535,112032.04753389582,0.0,83.12474982813,0.0,111879.41493885592,0.0,2340.0,160.0,256
quantum,football_uefa,json_manip,quantum_routed,1,0.5637898686679177,0.0,0.5637898686679177,0.5637898686679177,0.5637898686679177,0.0,0.5637898686679177,0.5637898686679177,0.12499365455857138,0.0,23.042305162772017,0.0,23.042305162772017,23.042305162772017,108496.08935997821,0.0,5891.565748956054,0.0,99619.58036897704,0.0,2336.0,164.0,256
quantum,aviation_opensky,json_manip,quantum_routed,1,0.39161676646706567,0.0,0.39161676646706567,0.39161676646706567,0.39161676646706567,0.0,0.39161676646706567,0.39161676646706567,0.005116319551528571,0.0,21.579027281779098,0.0,21.579027281779098,21.579027281779098,115853.22949709371,0.0,8522.469277959317,0.0,105754.45754220709,0.0,2333.0,167.0,256
quantum,finnhub,json_manip,quantum_routed,1,0.4927710843373494,0.0,0.4927710843373494,0.4927710843373494,0.4927710843373494,0.0,0.4927710843373494,0.4927710843373494,0.009596093939280653,0.0,20.584180212474852,0.0,20.584180212474852,20.584180212474852,121452.49284617603,0.0,418.08199090883136,0.0,120842.76343486272,0.0,2334.0,166.0,256
quantum,openf1,json_manip,quantum_routed,1,0.5867586912065438,0.0,0.5867586912065438,0.5867586912065438,0.5867586912065438,0.0,0.5867586912065438,0.5867586912065438,0.23067441763230628,0.0,20.150742023066545,0.0,20.150742023066545,20.150742023066545,124064.91022207774,0.0,199.4132010731846,0.0,123770.72591800243,0.0,2337.0,163.0,256
quantum,hockey_nhl,json_manip,quantum_routed,1,0.800880567589159,0.0,0.800880567589159,0.800880567589159,0.800880567589159,0.0,0.800880567589159,0.800880567589159,0.5050499045561688,0.0,23.36400865941376,0.0,23.36400865941376,23.36400865941376,107002.18598800711,0.0,13662.758921040222,0.0,82183.70593385771,0.0,2308.0,192.0,256
quantum,spacex,json_manip,quantum_routed,1,0.49918478260869553,0.0,0.49918478260869553,0.49918478260869553,0.4991847826086955,0.0,0.4991847826086955,0.4991847826086955,0.010183549222900816,0.0,19.322521915883918,0.0,19.322521915883918,19.322521915883918,129382.6970870141,0.0,30.285804998129606,0.0,129291.16443893872,0.0,2316.0,184.0,256
