timestamp,api,run_number,packet_profile,frequency_profile,chaos_strategy,chaos_level,concurrency,throughput_pps,total_packets,elapsed_seconds,total_runtime_sec,selected_device,actual_device,hardware_model,cloud_platform,bootstrap_status,bootstrap_initialization_time,total_drift_events,detection_rate,recovery_score,p95_latency_ms,latency_score,resilience_P,resilience_P2,averages
2026-05-20T18:10:39.433976Z,openmeteo,2,short,100hz,schema,high,1,100.0,30000,14.5393481659994,14.539430083008483,gpu,MPS,Apple Silicon (arm),local,fresh_install,6.24,384,0.2786458333333333,1.0,140.39041701471433,0.07122993301566943,0.6339074449364672,0.6442782399523503,"{""levenshtein_latency"": 0.0007714953271028037, ""regex_latency"": 0.01661210280373832, ""bert_latency"": 126.9078792326335, ""gemma_latency"": 8.861709441053986, ""levenshtein_confidence"": 1.5555555555555556, ""regex_confidence"": 0.0, ""bert_confidence"": 0.6289227449518084, ""gemma_confidence"": 0.95}"
